NAME,Employee,Direct,Medicare,Medicaid,VA,state,county,noins
"Montcalm County, Michigan",4894,3284,10311,1294,452,26,117,51.0
"St. Clair County, Michigan",13505,10350,27898,3335,1364,26,147,54.0
"Washtenaw County, Michigan",28256,14713,46047,5280,1047,26,161,32.0
"Cass County, Michigan",3032,4047,10211,1023,530,26,27,83.0
"Roscommon County, Michigan",3857,2529,7419,910,298,26,143,17.0
"Branch County, Michigan",2936,2597,7213,804,315,26,23,0.0
"Jackson County, Michigan",13569,8942,25861,2405,1058,26,75,42.0
"Macomb County, Michigan",68083,53159,137575,17063,3813,26,99,14.0
"Baraga County, Michigan",599,670,1701,239,76,26,13,711.0
"Eaton County, Michigan",12212,5298,19045,1971,687,26,45,0.0
"Upson County, Georgia",1465,1096,4300,826,323,13,293,38.0
"Washington County, Georgia",1004,1054,3313,801,214,13,303,70.0
"White County, Georgia",1850,2523,6333,402,405,13,311,19.0
"Peach County, Georgia",1904,789,4044,819,848,13,225,26.0
"Paulding County, Georgia",5329,4272,16070,1862,1104,13,223,23.0
"Pierce County, Georgia",953,897,3050,512,252,13,229,55.0
"Pike County, Georgia",860,681,2764,328,108,13,231,0.0
"Richmond County, Georgia",7897,6369,25566,4597,5377,13,245,7.0
"Screven County, Georgia",711,658,2431,767,175,13,251,120.0
"Tattnall County, Georgia",1399,882,3287,623,419,13,267,10.0
"Berrien County, Georgia",919,914,3073,561,387,13,19,0.0
"Montgomery County, Illinois",1970,2293,5183,383,254,17,135,119.0
"Whiteside County, Illinois",2689,4802,10901,689,371,17,195,3.0
"Adams County, Illinois",2951,5011,12030,1186,434,17,1,19.0
"Clinton County, Illinois",1854,2372,5902,565,488,17,27,7.0
"DeKalb County, Illinois",4708,4872,11700,882,305,17,37,0.0
"Edwards County, Illinois",432,523,1307,118,80,17,47,4.0
"Jasper County, Illinois",376,686,1761,209,82,17,79,0.0
"Jefferson County, Illinois",2115,2628,6474,842,359,17,81,0.0
"Vermilion County, Illinois",4797,6032,13650,1504,458,17,183,16.0
"Will County, Illinois",31371,29921,80979,6889,1474,17,197,35.0
"Williamson County, Illinois",4517,3824,11761,1370,585,17,199,678.0
"Clark County, Illinois",1162,1120,2780,280,113,17,23,0.0
"Douglas County, Illinois",931,1277,3175,194,85,17,41,0.0
"Effingham County, Illinois",1359,2545,5410,582,145,17,49,151.0
"Fulton County, Illinois",3188,2409,6506,650,268,17,57,4.0
"Greene County, Illinois",698,781,2403,214,119,17,61,13.0
"Hamilton County, Illinois",458,617,1685,260,56,17,65,4.0
"Hardin County, Illinois",379,255,965,112,24,17,69,0.0
"Henry County, Illinois",3469,4784,9473,683,176,17,73,0.0
"Johnson County, Illinois",1049,751,2446,325,83,17,87,34.0
"Knox County, Illinois",2270,5196,9608,1220,335,17,95,5.0
"Livingston County, Illinois",2219,2760,6252,473,182,17,105,27.0
"Scott County, Illinois",265,409,940,102,62,17,171,0.0
"Tazewell County, Illinois",10019,10051,23185,1628,756,17,179,0.0
"Warren County, Illinois",737,1420,2947,166,107,17,187,40.0
"Harrison County, Indiana",2068,2454,6655,790,356,18,61,2.0
"LaPorte County, Indiana",5129,7867,18171,1735,538,18,91,74.0
"Wabash County, Indiana",1352,2944,5746,370,158,18,169,41.0
"Jasper County, Indiana",1581,2471,5475,335,70,18,73,20.0
"Martin County, Indiana",734,757,1861,194,137,18,101,26.0
"Porter County, Indiana",9735,10486,25118,1505,806,18,127,15.0
"Ripley County, Indiana",1130,2021,4459,423,104,18,137,44.0
"Spencer County, Indiana",1022,1766,3756,311,247,18,147,26.0
"Tipton County, Indiana",1237,1199,2828,244,113,18,159,0.0
"Vigo County, Indiana",4527,6724,16100,2079,826,18,167,0.0
"Warrick County, Indiana",3175,4363,9653,508,296,18,173,14.0
"DeKalb County, Indiana",1834,2701,6518,550,157,18,33,21.0
"LaGrange County, Indiana",1104,1741,4444,234,99,18,87,11.0
"Rush County, Indiana",579,1346,2807,304,64,18,139,503.0
"Boone County, Indiana",2378,2973,7954,466,528,18,11,3.0
"Gogebic County, Michigan",1065,1681,3575,402,227,26,53,25.0
"Meeker County, Minnesota",766,2640,4185,522,191,27,93,0.0
"Rice County, Minnesota",2229,4568,9391,1052,348,27,131,0.0
"Red Lake County, Minnesota",113,453,769,58,49,27,125,4.0
"Clay County, Minnesota",1937,4439,7758,827,433,27,27,0.0
"Fillmore County, Minnesota",787,2210,3871,335,69,27,45,0.0
"Polk County, Minnesota",941,2806,5220,488,237,27,119,14.0
"Sibley County, Minnesota",429,1654,2534,144,61,27,143,19.0
"Watonwan County, Minnesota",328,1209,2032,180,75,27,165,5.0
"Big Stone County, Minnesota",171,666,1121,106,70,27,11,4.0
"Cass County, Minnesota",1871,3879,7111,567,389,27,21,10.0
"Hubbard County, Minnesota",1193,2803,5060,434,360,27,57,25.0
"Martin County, Minnesota",438,2580,4330,325,223,27,91,3.0
"Nobles County, Minnesota",384,2004,3176,267,118,27,105,2.0
"Sherburne County, Minnesota",2334,5449,9595,841,314,27,141,5.0
"Carver County, Minnesota",2790,6457,11087,957,223,27,19,10.0
"McLeod County, Minnesota",923,4098,6287,601,199,27,85,45.0
"Ramsey County, Minnesota",23736,33001,71339,8236,2066,27,123,12.0
"Winona County, Minnesota",1789,4211,7818,826,288,27,169,276.0
"Dodge County, Minnesota",891,1453,2836,164,64,27,39,25.0
"Crow Wing County, Minnesota",2814,7541,13371,874,943,27,35,3.0
"Wright County, Minnesota",3669,8837,15608,1078,455,27,171,36.0
"Lincoln County, Minnesota",149,835,1229,102,36,27,81,5.0
"Mille Lacs County, Minnesota",921,2199,4361,501,196,27,95,2.0
"Carlton County, Minnesota",1467,3004,5553,537,311,27,17,4.0
"Kanabec County, Minnesota",687,1512,3089,292,148,27,65,11.0
"St. Clair County, Alabama",3930,4321,13720,1753,1009,1,115,5.0
"Cullman County, Alabama",3877,4546,14642,2014,1247,1,43,35.0
"Houston County, Alabama",5580,5921,17432,2470,2282,1,69,63.0
"Tuscaloosa County, Alabama",11351,7743,25215,3739,1914,1,125,97.0
"Coffee County, Alabama",2644,2809,8083,1321,2323,1,31,96.0
"Chilton County, Alabama",1850,2751,6707,762,428,1,21,9.0
"Coosa County, Alabama",437,951,2348,430,158,1,37,37.0
"Etowah County, Alabama",6740,6025,18395,2979,1834,1,55,27.0
"Lamar County, Alabama",508,781,2865,400,176,1,75,63.0
"Butler County, Alabama",1243,899,3709,727,392,1,13,5.0
"Walker County, Alabama",5016,3352,11690,1846,1042,1,127,0.0
"Greene County, Alabama",506,387,1731,483,54,1,63,23.0
"Bullock County, Alabama",631,242,1379,345,73,1,11,0.0
"Chambers County, Alabama",1316,2092,6041,939,409,1,17,0.0
"Haines Borough, Alaska",274,79,563,121,2,2,100,22.0
"Juneau City and Borough, Alaska",2717,670,3837,550,257,2,110,39.0
"Yukon-Koyukuk Census Area, Alaska",237,58,718,226,11,2,290,55.0
"Denali Borough, Alaska",103,68,207,15,11,2,68,25.0
"Hoonah-Angoon Census Area, Alaska",178,33,428,81,9,2,105,0.0
"Wrangell City and Borough, Alaska",241,95,520,79,1,2,275,3.0
"Pima County, Arizona",53456,55452,189696,24307,20010,4,19,2.0
"Gila County, Arizona",3849,6168,14642,1419,750,4,7,982.0
"Cochise County, Arizona",7047,8228,26291,3579,6104,4,3,42.0
"Apache County, Arizona",1534,1371,9791,3124,369,4,1,85.0
"Yuma County, Arizona",9436,14527,35836,6546,3445,4,27,479.0
"Navajo County, Arizona",3915,4900,18291,3331,1430,4,17,444.0
"Clay County, Arkansas",768,1239,3081,613,223,5,21,239.0
"Drew County, Arkansas",555,798,2943,482,194,5,43,0.0
"Randolph County, Arkansas",585,1280,3339,624,108,5,121,0.0
"Boone County, Arkansas",1548,3247,7305,1231,457,5,9,0.0
"Lincoln County, Arkansas",500,539,1738,277,68,5,79,2.0
"Crittenden County, Arkansas",1409,1973,6173,1276,362,5,35,0.0
"Faulkner County, Arkansas",4344,5562,14091,1883,1570,5,45,19.0
"Walker County, Georgia",2588,4622,12109,1750,546,13,295,53.0
"Gwinnett County, Georgia",30497,20228,80212,10361,3646,13,135,39.0
"Barrow County, Georgia",3036,2535,9353,1426,415,13,13,2180.0
"Charlton County, Georgia",212,519,1819,301,419,13,49,88.0
"Clinch County, Georgia",436,181,903,313,74,13,65,0.0
"Bartow County, Georgia",4233,3909,13697,1846,1014,13,15,36.0
"Douglas County, Georgia",5546,4377,15225,2098,1111,13,97,109.0
"Grady County, Georgia",947,1360,4310,686,420,13,131,142.0
"Hancock County, Georgia",561,298,1765,439,108,13,141,24.0
"Whitfield County, Georgia",3076,4223,13517,1780,488,13,313,0.0
"Macon County, Georgia",436,308,1932,571,140,13,193,202.0
"Troup County, Georgia",2843,2585,9541,2132,469,13,285,49.0
"Harris County, Georgia",2282,1833,6036,714,1044,13,145,25.0
"Schley County, Georgia",166,216,820,166,75,13,249,0.0
"Worth County, Georgia",1134,867,3631,596,296,13,321,6.0
"Dooly County, Georgia",644,797,2466,768,48,13,93,4.0
"Evans County, Georgia",463,366,1699,419,192,13,109,0.0
"Webster County, Georgia",166,136,518,76,41,13,307,0.0
"Effingham County, Georgia",2750,2027,6641,760,830,13,103,0.0
"Glascock County, Georgia",116,178,435,127,17,13,125,17.0
"Quitman County, Georgia",103,153,547,176,39,13,239,0.0
"Chatham County, Georgia",13340,10635,40477,6011,4790,13,51,19.0
"Johnson County, Georgia",397,445,1576,543,140,13,167,235.0
"Lanier County, Georgia",476,129,1294,515,167,13,173,0.0
"Madison County, Georgia",1872,1663,4639,870,444,13,195,62.0
"Mitchell County, Georgia",909,840,3338,858,195,13,205,46.0
"Tift County, Georgia",1550,1338,5503,911,304,13,277,12.0
"Polk County, Georgia",2210,1840,5972,835,401,13,233,37.0
"Talbot County, Georgia",514,330,1443,249,139,13,263,49.0
"Terrell County, Georgia",378,406,1525,305,133,13,273,0.0
"Thomas County, Georgia",2197,2417,7405,1396,356,13,275,0.0
"Wilkinson County, Georgia",518,358,1568,437,66,13,319,8.0
"Oglethorpe County, Georgia",704,854,2756,500,126,13,221,3.0
"Randolph County, Georgia",148,298,1433,579,97,13,243,0.0
"Ware County, Georgia",1503,1524,5302,883,408,13,299,8.0
"Wayne County, Georgia",1036,1210,4361,745,434,13,305,12.0
"Wilcox County, Georgia",485,238,1263,149,89,13,315,12.0
"Baldwin County, Georgia",3153,1258,6240,991,522,13,9,3.0
"Bulloch County, Georgia",2764,2254,8197,1277,421,13,31,47.0
"Clay County, Georgia",193,201,709,213,20,13,61,73.0
"Echols County, Georgia",191,199,579,141,33,13,101,18.0
"DeKalb County, Georgia",30566,22379,82867,14680,4114,13,89,15.0
"Haralson County, Georgia",1308,1515,4398,806,89,13,143,1010.0
"Jefferson County, Georgia",557,626,2656,812,186,13,163,0.0
"Lincoln County, Georgia",761,551,1792,189,161,13,181,7.0
"Murray County, Georgia",1258,1535,5543,777,280,13,213,0.0
"Pulaski County, Georgia",900,710,2063,454,163,13,235,21.0
"Rabun County, Georgia",1396,1549,4345,601,290,13,241,0.0
"Towns County, Georgia",1089,1475,3852,254,365,13,281,0.0
"Treutlen County, Georgia",311,176,1358,261,132,13,283,8.0
"Irwin County, Georgia",373,523,1648,326,133,13,155,0.0
"Appling County, Georgia",597,802,2950,733,273,13,1,0.0
"Shelby County, Ohio",2262,3375,7345,514,147,39,149,15.0
"Williams County, Ohio",1833,3209,6333,458,106,39,171,11.0
"Columbiana County, Ohio",5796,5890,19029,1807,612,39,29,8.0
"Fulton County, Ohio",2428,2895,6730,415,207,39,51,51.0
"Gallia County, Ohio",2217,1637,5242,568,265,39,53,4.0
"Mahoning County, Ohio",14957,12763,43482,4446,1228,39,99,10.0
"Scioto County, Ohio",4249,4551,12589,2288,445,39,145,176.0
"Morrow County, Ohio",1960,2016,5475,512,222,39,117,26.0
"Marion County, Arkansas",810,1994,4455,478,391,5,89,55.0
"Searcy County, Arkansas",387,479,1916,359,115,5,129,3.0
"Benton County, Arkansas",8476,11936,33146,3706,2806,5,7,9.0
"Hot Spring County, Arkansas",1321,2032,5936,982,639,5,59,429.0
"Madison County, Arkansas",501,1231,2982,350,136,5,87,16.0
"Dolores County, Colorado",43,276,500,35,20,8,33,9.0
"Jackson County, Colorado",58,122,347,3,3,8,57,0.0
"Montezuma County, Colorado",1122,1989,5395,620,321,8,83,0.0
"Boulder County, Colorado",14653,13810,40889,3388,1802,8,13,39.0
"Yuma County, Colorado",372,707,1619,374,34,8,125,160.0
"Routt County, Colorado",800,1266,3339,156,151,8,107,33.0
"Clear Creek County, Colorado",458,707,1762,122,21,8,19,22.0
"Pueblo County, Colorado",8959,9701,28398,4650,2202,8,101,20.0
"Park County, Colorado",826,915,3441,430,262,8,93,125.0
"Mesa County, Colorado",7496,10706,26741,2932,1427,8,77,19.0
"El Paso County, Colorado",22268,23792,83243,9028,23340,8,41,111.0
"Arapahoe County, Colorado",24857,22114,75314,9346,7112,8,5,397.0
"New Castle County, Delaware",35844,27275,78722,9382,3988,10,3,965.0
"Kent County, Delaware",13168,7535,27930,3010,5415,10,1,643.0
"Litchfield County, Connecticut",13343,12099,35128,5072,720,9,5,324.0
"Palm Beach County, Florida",88561,111034,325638,34978,9571,12,99,75.0
"Miami-Dade County, Florida",44997,43567,393673,161276,4576,12,86,4581.0
"Franklin County, Florida",990,859,2497,395,337,12,37,11727.0
"Hamilton County, Florida",345,877,2142,529,158,12,47,26.0
"Sumter County, Florida",23985,28547,69493,4348,5927,12,119,33.0
"Holmes County, Florida",643,1103,3602,461,563,12,59,49.0
"Lee County, Florida",63839,74175,198026,19114,9266,12,71,17.0
"Collier County, Florida",33108,48199,112201,8712,3786,12,21,1672.0
"Pasco County, Florida",29467,30098,112584,15476,8444,12,101,1171.0
"Highlands County, Florida",9787,12872,34489,4549,1991,12,55,1064.0
"DeSoto County, Florida",2099,2069,7373,1436,485,12,27,457.0
"Columbia County, Florida",2904,3548,12089,2181,1343,12,23,352.0
"Putnam County, Florida",3113,5213,16084,2349,1395,12,107,59.0
"Union County, Florida",260,595,1493,245,121,12,125,37.0
"Levy County, Florida",2210,3258,9420,1020,411,12,75,7.0
"Volusia County, Florida",33444,40985,123721,13240,9428,12,127,157.0
"Madison County, Florida",589,1423,3396,420,177,12,79,675.0
"Escambia County, Florida",12400,18741,48476,5215,12202,12,33,0.0
"Okaloosa County, Florida",9857,8087,30937,3051,13742,12,91,123.0
"Lumpkin County, Georgia",1605,2111,5297,706,297,13,187,146.0
"Miller County, Georgia",253,365,1203,258,46,13,201,0.0
"Oconee County, Georgia",2345,1575,5439,402,209,13,219,0.0
"Henry County, Georgia",9927,6819,24762,2068,2844,13,151,53.0
"Long County, Georgia",332,254,1515,101,510,13,183,254.0
"Stephens County, Georgia",1259,1448,5011,1013,244,13,257,0.0
"Jeff Davis County, Georgia",389,725,2232,580,163,13,161,7.0
"Calhoun County, Georgia",179,136,807,140,21,13,37,0.0
"Bibb County, Georgia",7640,6866,21684,4382,1678,13,21,11.0
"Marion County, Georgia",419,305,1656,301,209,13,197,206.0
"Bleckley County, Georgia",1149,546,2059,572,238,13,23,0.0
"Franklin County, Georgia",1173,1208,4253,1085,229,13,119,0.0
"Lamar County, Georgia",1232,561,2984,676,312,13,171,6.0
"Emanuel County, Georgia",678,1219,3314,662,279,13,107,12.0
"Jasper County, Georgia",647,735,2346,592,90,13,159,24.0
"Liberty County, Georgia",1649,1480,5210,826,1695,13,179,0.0
"Seminole County, Georgia",397,489,1824,237,138,13,253,0.0
"Twiggs County, Georgia",622,403,1722,385,197,13,289,19.0
"Taylor County, Georgia",371,364,1510,388,137,13,269,0.0
"Toombs County, Georgia",1328,1146,4162,1316,211,13,279,36.0
"Preble County, Ohio",2302,2472,7244,550,380,39,135,0.0
"Allen County, Ohio",6015,6711,16649,1495,575,39,3,34.0
"Crawford County, Ohio",2709,3041,8137,796,186,39,33,26.0
"Guernsey County, Ohio",2256,2333,7063,737,449,39,59,0.0
"Mercer County, Ohio",2176,3005,6646,458,130,39,107,27.0
"Clark County, Ohio",10603,6746,23780,2338,2447,39,23,2.0
"Lorain County, Ohio",23230,17498,51335,4273,1341,39,93,9.0
"Montgomery County, Ohio",30549,25121,87152,8733,6431,39,113,225.0
"Warren County, Ohio",10592,10203,30244,1679,1452,39,165,315.0
"Ashtabula County, Ohio",4945,6352,16684,1822,668,39,7,77.0
"Kay County, Oklahoma",2212,3767,7920,832,719,40,71,24.0
"Craig County, Oklahoma",772,794,2649,292,167,40,35,26.0
"Canadian County, Oklahoma",6801,5702,17145,1271,1846,40,17,8.0
"Latimer County, Oklahoma",495,617,2071,309,190,40,77,33.0
"Texas County, Oklahoma",609,661,2179,323,59,40,139,4.0
"Pushmataha County, Oklahoma",527,835,2408,321,216,40,127,5.0
"Johnston County, Oklahoma",491,660,2011,273,113,40,69,13.0
"Beaver County, Oklahoma",210,479,946,48,60,40,7,17.0
"Hughes County, Oklahoma",642,938,2380,337,104,40,63,7.0
"Comanche County, Oklahoma",4750,4316,13780,1757,5079,40,31,28.0
"Adair County, Oklahoma",397,916,3262,504,278,40,1,115.0
"Stephens County, Oklahoma",1789,3171,7864,728,836,40,137,19.0
"Carter County, Oklahoma",2203,2753,7422,993,500,40,19,41.0
"Greer County, Oklahoma",333,268,946,99,130,40,55,14.0
"McIntosh County, Oklahoma",975,1700,4701,419,453,40,91,0.0
"Murray County, Oklahoma",629,720,2403,275,204,40,99,9.0
"Ottawa County, Oklahoma",1495,1996,5375,709,336,40,115,0.0
"Wagoner County, Oklahoma",3461,5380,12267,844,901,40,145,13.0
"Caddo County, Oklahoma",1275,1383,4461,549,314,40,15,39.0
"Muskogee County, Oklahoma",2706,3514,10545,1209,1014,40,101,85.0
"Bryan County, Oklahoma",2066,2516,7765,1019,294,40,13,35.0
"Jackson County, Oregon",11123,19467,44806,5080,3385,41,29,67.0
"Grant County, Oregon",511,1004,2022,141,148,41,23,283.0
"Clackamas County, Oregon",21552,28403,68506,7955,3401,41,5,0.0
"Tillamook County, Oregon",1896,2720,6399,720,458,41,57,400.0
"Josephine County, Oregon",5345,8944,21454,2430,1531,41,33,33.0
"Umatilla County, Oregon",3136,4583,11030,1484,706,41,59,68.0
"Columbia County, Oregon",2350,3856,9036,1082,637,41,9,99.0
"Wasco County, Oregon",1454,1883,4769,651,380,41,65,19.0
"Montgomery County, Georgia",493,340,1387,317,55,13,209,43.0
"Rockdale County, Georgia",4706,2550,11697,2182,1126,13,247,5.0
"Wheeler County, Georgia",250,56,1092,324,35,13,309,58.0
"Banks County, Georgia",723,927,2949,340,91,13,11,0.0
"Clarke County, Georgia",4987,4509,12615,2215,817,13,59,86.0
"Glynn County, Georgia",5048,5488,15797,1732,1862,13,127,67.0
"Jackson County, Georgia",3229,2588,9249,1288,546,13,157,48.0
"Jones County, Georgia",1521,1252,4820,719,533,13,169,39.0
"Muscogee County, Georgia",7417,6706,24131,5256,6476,13,215,0.0
"Stewart County, Georgia",269,101,818,183,44,13,259,238.0
"Turner County, Georgia",336,323,1426,218,137,13,287,0.0
"Atkinson County, Georgia",238,331,1074,202,44,13,3,0.0
"Baker County, Georgia",184,48,733,167,52,13,7,5.0
"Candler County, Georgia",561,593,1776,479,147,13,43,0.0
"Carroll County, Georgia",4900,5002,15122,2381,657,13,45,0.0
"Crisp County, Georgia",964,975,4015,855,367,13,81,18.0
"Cobb County, Georgia",30492,28709,82246,8332,6994,13,67,0.0
"Dade County, Georgia",571,1118,2903,487,160,13,83,1055.0
"Brooks County, Georgia",882,732,2813,458,283,13,27,19.0
"Elbert County, Georgia",1120,1285,3641,783,379,13,105,111.0
"Jenkins County, Georgia",347,396,1462,368,80,13,165,12.0
"Newton County, Georgia",3734,3762,13033,2199,910,13,217,0.0
"Colquitt County, Georgia",1848,1718,6387,1096,646,13,71,91.0
"Clayton County, Georgia",7566,4896,23407,4452,2162,13,63,230.0
"Hall County, Georgia",10138,9685,27653,3868,1885,13,139,470.0
"Maui County, Hawaii",11185,7101,27115,2701,1457,15,9,197.0
"Oneida County, Idaho",224,447,807,83,27,16,71,355.0
"Gem County, Idaho",620,1678,3613,655,267,16,45,0.0
"Adams County, Idaho",402,438,1195,103,87,16,3,0.0
"Jerome County, Idaho",587,1356,2891,307,216,16,53,0.0
"Lewis County, Idaho",150,365,935,159,69,16,61,2.0
"Owyhee County, Idaho",263,873,1970,208,225,16,73,0.0
"Boundary County, Idaho",681,948,2456,236,117,16,21,66.0
"Caribou County, Idaho",346,512,1095,84,48,16,29,17.0
"Bannock County, Idaho",3003,5438,11372,1319,864,16,5,3.0
"Bonneville County, Idaho",3826,6335,14411,1583,1559,16,19,30.0
"Canyon County, Idaho",5883,11568,28295,4109,2439,16,27,33.0
"Latah County, Idaho",1890,2108,4890,323,285,16,57,117.0
"Sangamon County, Illinois",17338,10579,31825,3243,1638,17,167,0.0
"Randolph County, Illinois",2285,2110,5392,395,221,17,157,26.0
"Ogle County, Illinois",2842,3747,8701,808,101,17,141,62.0
"Morgan County, Illinois",2276,2306,5941,717,219,17,137,39.0
"White County, Illinois",823,1221,2762,302,117,17,193,10.0
"Henderson County, Illinois",466,808,1628,159,92,17,71,2.0
"McLean County, Illinois",8450,8144,20239,1602,807,17,113,2.0
"Perry County, Illinois",1482,1533,3761,502,123,17,145,93.0
"Rock Island County, Illinois",12471,8317,25544,2099,889,17,161,3.0
"Wabash County, Illinois",458,1110,2165,264,37,17,185,133.0
"Cumberland County, Illinois",462,814,1930,200,105,17,35,3.0
"Jo Daviess County, Illinois",1891,2417,5661,392,225,17,85,29.0
"Lawrence County, Illinois",625,1218,2688,339,109,17,101,8.0
"Marshall County, Illinois",937,1035,2396,134,46,17,123,9.0
"Christian County, Illinois",2393,2405,6035,664,159,17,21,6.0
"Jackson County, Illinois",3890,2543,8131,1006,295,17,77,13.0
"Peoria County, Illinois",11032,11200,28141,2741,851,17,143,14.0
"Piatt County, Illinois",1264,1213,2993,170,86,17,147,146.0
"Stark County, Illinois",370,525,1091,61,27,17,175,0.0
"Bond County, Illinois",1003,1271,2755,274,151,17,5,5.0
"Carroll County, Illinois",964,1427,3425,329,156,17,15,26.0
"Jersey County, Illinois",1186,1484,3892,312,177,17,83,8.0
"Howard County, Maryland",23986,11993,38802,4317,2862,24,27,8.0
"Prince George's County, Maryland",66395,26490,103683,13972,9984,24,33,637.0
"Anne Arundel County, Maryland",44020,24521,76370,7197,10609,24,3,2240.0
"Baltimore County, Maryland",62216,44538,127965,15202,5441,24,5,569.0
"Frederick County, Maryland",17217,11478,32455,2809,2204,24,21,983.0
"Calvert County, Maryland",7395,3338,12447,1012,1379,24,9,274.0
"Garrett County, Maryland",1942,2010,5987,863,343,24,23,27.0
"Kent County, Maryland",1897,1713,4789,478,181,24,29,14.0
"Montgomery County, Maryland",81726,37583,138393,18464,7777,24,31,4.0
"Bethel Census Area, Alaska",300,103,1195,589,32,2,50,2564.0
"North Slope Borough, Alaska",362,22,579,146,9,2,185,20.0
"Sitka City and Borough, Alaska",675,217,1203,123,97,2,220,3.0
"Fairbanks North Star Borough, Alaska",5354,1823,9101,1129,1052,2,90,0.0
"Ketchikan Gateway Borough, Alaska",1051,504,1940,348,60,2,130,10.0
"Matanuska-Susitna Borough, Alaska",4969,1841,11280,1866,1197,2,170,12.0
"Nome Census Area, Alaska",201,20,651,258,36,2,180,105.0
"Dillingham Census Area, Alaska",146,21,454,162,2,2,70,8.0
"Yakutat City and Borough, Alaska",44,24,91,7,0,2,282,17.0
"Lake and Peninsula Borough, Alaska",20,5,102,45,1,2,164,2.0
"Southeast Fairbanks Census Area, Alaska",369,165,894,149,53,2,240,3.0
"Anchorage Municipality, Alaska",15298,4495,28115,4885,5328,2,20,4.0
"Aleutians East Borough, Alaska",89,23,287,31,0,2,13,247.0
"Valdez-Cordova Census Area, Alaska",591,53,998,188,9,2,261,16.0
"Kenai Peninsula Borough, Alaska",3893,1796,9140,1217,720,2,122,6.0
"Skagway Municipality, Alaska",66,27,114,4,10,2,230,60.0
"Prince of Wales-Hyder Census Area, Alaska",272,120,978,143,1,2,198,0.0
"Petersburg Borough, Alaska",304,118,701,101,18,2,195,21.0
"Kusilvak Census Area, Alaska",74,8,427,191,2,2,158,0.0
"Maricopa County, Arizona",167836,190667,608489,73615,41729,4,13,15.0
"Graham County, Arizona",1155,1758,4943,709,205,4,9,6191.0
"Santa Cruz County, Arizona",1482,1985,7616,2035,202,4,23,34.0
"La Paz County, Arizona",1623,2804,7636,973,407,4,12,221.0
"Mohave County, Arizona",15763,22034,59938,6997,4420,4,15,328.0
"Coconino County, Arizona",4931,4967,16064,2589,1132,4,5,180.0
"Yavapai County, Arizona",16958,28311,68472,6816,5237,4,25,136.0
"Greenlee County, Arizona",390,512,1167,98,36,4,11,84.0
"Pinal County, Arizona",22816,30173,82455,8475,6564,4,21,0.0
"Nevada County, Arkansas",333,568,1564,235,38,5,99,615.0
"Cross County, Arkansas",706,854,2884,572,101,5,37,10.0
"Dallas County, Arkansas",251,402,1553,242,116,5,39,0.0
"Columbia County, Arkansas",623,1264,3807,723,193,5,27,0.0
"Saline County, Arkansas",7092,7586,19975,1927,1562,5,125,0.0
"Van Buren County, Arkansas",852,1401,4086,719,348,5,141,80.0
"Izard County, Arkansas",748,786,3225,478,294,5,65,26.0
"Independence County, Arkansas",1319,1903,6020,1212,347,5,63,2.0
"Logan County, Arkansas",712,1019,4058,757,440,5,83,59.0
"Grant County, Arkansas",922,1368,3050,385,309,5,53,3.0
"Franklin County, Arkansas",526,831,3186,681,294,5,47,0.0
"Pike County, Arkansas",467,760,2012,436,58,5,109,0.0
"Jefferson County, Arkansas",3111,4104,10783,2053,792,5,69,0.0
"Montgomery County, Arkansas",463,803,2238,343,169,5,97,44.0
"Scott County, Arkansas",425,523,1965,473,129,5,127,0.0
"Sebastian County, Arkansas",4057,5636,18614,2430,2273,5,131,0.0
"Crawford County, Arkansas",1746,3377,9786,1746,881,5,33,160.0
"Chicot County, Arkansas",351,541,1999,365,113,5,17,20.0
"Johnson County, Arkansas",916,1306,4127,862,356,5,71,9.0
"Lee County, Arkansas",218,538,1599,392,33,5,77,0.0
"Marion County, Iowa",1475,2854,5519,685,256,19,125,0.0
"Washington County, Iowa",762,1956,3685,412,208,19,183,28.0
"Wright County, Iowa",380,1407,2605,238,166,19,197,48.0
"Cass County, Iowa",384,1509,2772,287,190,19,29,9.0
"Cherokee County, Iowa",527,1304,2389,218,153,19,35,0.0
"Crawford County, Iowa",357,1509,2696,251,74,19,47,1.0
"Des Moines County, Iowa",1690,3932,7470,916,165,19,57,11.0
"Fayette County, Iowa",585,2026,3839,486,112,19,65,7.0
"Harrison County, Iowa",607,1044,2494,282,148,19,85,0.0
"Kossuth County, Iowa",507,1604,3208,347,55,19,109,0.0
"Mills County, Iowa",620,1395,2540,271,186,19,129,2.0
"Monona County, Iowa",255,997,1860,174,40,19,133,10.0
"Muscatine County, Iowa",1728,3256,6447,869,110,19,139,16.0
"Osceola County, Iowa",224,555,1176,111,44,19,143,0.0
"Polk County, Iowa",17859,25870,57380,6197,2686,19,153,1.0
"Webster County, Iowa",1209,3531,6061,596,244,19,187,116.0
"Story County, Iowa",4326,5171,10515,746,359,19,169,47.0
"Woodbury County, Iowa",2572,5788,14265,1965,1040,19,193,17.0
"Black Hawk County, Iowa",7694,8336,19978,1980,661,19,13,69.0
"Grundy County, Iowa",579,1252,2358,201,69,19,75,49.0
"Jones County, Iowa",765,2476,3952,399,7,19,105,4.0
"Mitchell County, Iowa",215,1334,2082,142,103,19,131,0.0
"Montgomery County, Iowa",296,1147,1965,147,195,19,137,10.0
"Sac County, Iowa",361,1276,2090,155,80,19,161,0.0
"Plymouth County, Iowa",835,2054,4170,388,176,19,149,6.0
