NAME,<15,15-24,25-34,35-64,65-74,>75
"Caroline County, Maryland",6495,3997,4124,13134,3114,2185
"Suffolk County, Massachusetts",112155,131167,185420,274151,53514,40198
"Dukes County, Massachusetts",2612,1876,1751,7040,2582,1451
"Middlesex County, Massachusetts",263188,214329,246588,636822,135467,104448
"Bristol County, Massachusetts",95394,72828,71640,227877,53141,40157
"Hampden County, Massachusetts",83013,67408,61717,178720,43720,33293
"Essex County, Massachusetts",137540,103174,96105,315970,74910,55977
"Franklin County, Massachusetts",10070,7361,8195,30031,9384,5536
"Worcester County, Massachusetts",143079,113176,105693,336796,73059,52969
"Hampshire County, Massachusetts",19059,41840,17397,55983,16307,10446
"Chippewa County, Michigan",5662,5940,4769,14607,3819,2832
"Monroe County, Michigan",26130,18398,17065,61930,15509,10695
"Oakland County, Michigan",216287,152634,163011,516201,121096,83956
"Hillsdale County, Michigan",8208,6289,4800,17741,5106,3613
"Muskegon County, Michigan",33237,21698,22486,67335,16852,11689
"Leelanau County, Michigan",2852,2073,1856,8369,3792,2710
"Lapeer County, Michigan",14635,10911,9266,37737,9574,5915
"Sanilac County, Michigan",7212,4737,4165,16503,4992,3686
"Keweenaw County, Michigan",247,161,158,804,459,282
"Ontonagon County, Michigan",551,471,319,2453,1213,870
"Ottawa County, Michigan",57150,51065,34231,102219,24007,17886
"Alcona County, Michigan",1078,761,702,4101,2061,1650
"Ionia County, Michigan",12204,8415,8242,26116,5768,3555
"Kalkaska County, Michigan",3043,1826,2010,7230,2166,1310
"Berrien County, Michigan",27886,18618,17956,59929,16864,12880
"Ogemaw County, Michigan",3142,2086,1964,8431,3033,2242
"Wexford County, Michigan",6513,3665,3891,12990,3634,2563
"Crawford County, Michigan",2025,1398,1293,5715,2013,1448
"Dickinson County, Michigan",4076,2773,2653,10346,3043,2548
"Huron County, Michigan",4958,3313,2932,12397,4263,3486
"Ingham County, Michigan",47978,66310,41094,97094,23253,14858
"Mason County, Michigan",4836,3125,3030,11282,3894,2787
"Menominee County, Michigan",3356,2533,2174,9555,3060,2396
"Missaukee County, Michigan",2889,1700,1590,5792,1811,1246
"St. Joseph County, Michigan",12417,7493,7303,23056,6204,4363
"Van Buren County, Michigan",14580,9093,8199,30228,8095,5163
"Arenac County, Michigan",2195,1485,1480,6248,2194,1468
"Barry County, Michigan",10964,7219,6683,24757,6546,4371
"Iron County, Michigan",1459,983,886,4480,1814,1530
"Benzie County, Michigan",2638,1690,1677,7065,2652,1893
"Schoolcraft County, Michigan",1129,752,625,3410,1263,869
"Wayne County, Michigan",345399,229915,243060,674438,154219,110268
"Grand Traverse County, Michigan",15441,10152,11961,36937,10542,7148
"Mackinac County, Michigan",1329,1070,983,4450,1707,1241
"Genesee County, Michigan",76089,52374,49070,161005,40017,29320
"Labette County, Kansas",3956,2333,2389,7724,2120,1597
"Sedgwick County, Kansas",111113,69650,73496,187062,42094,29960
"Republic County, Kansas",802,442,404,1733,615,662
"Graham County, Kansas",431,189,253,978,300,368
"Douglas County, Kansas",18565,31997,17836,37687,8557,5648
"Sheridan County, Kansas",485,204,274,954,298,291
"Gray County, Kansas",1470,791,692,2191,493,402
"Todd County, South Dakota",3657,1615,1385,2781,493,264
"Oglala Lakota County, South Dakota",4517,2547,2103,4193,616,359
"Klickitat County, Washington",3467,2124,2117,8887,3314,1812
"Grays Harbor County, Washington",12337,7730,8517,28896,9464,5835
"Wahkiakum County, Washington",589,383,242,1644,896,514
"Grant County, Washington",23762,13723,12798,32337,7779,5103
"Snohomish County, Washington",151609,93000,118349,331205,64995,39650
"Summers County, West Virginia",1732,1150,1363,5488,1805,1310
"Greenbrier County, West Virginia",5661,3607,3926,14010,4585,3366
"Mineral County, West Virginia",4392,3406,3015,10574,3427,2353
"Lewis County, West Virginia",2888,1675,1847,6487,1952,1317
"Pocahontas County, West Virginia",1215,772,917,3447,1223,876
"Randolph County, West Virginia",4580,3390,3559,11288,3568,2545
"Wirt County, West Virginia",1022,547,648,2444,687,450
"Clay County, West Virginia",1614,1020,790,3537,1024,724
"Monongalia County, West Virginia",14626,25295,17822,34904,7838,4989
"Wetzel County, West Virginia",2601,1730,1556,6034,1932,1583
"Kanawha County, West Virginia",30474,20226,22473,73497,21266,15343
"Preston County, West Virginia",5421,3454,4455,13794,3951,2608
"Ritchie County, West Virginia",1612,1033,944,4002,1344,909
"Lincoln County, West Virginia",3924,2188,2213,8635,2337,1553
"Braxton County, West Virginia",2315,1425,1638,5628,1865,1319
"Boone County, West Virginia",3894,2490,2232,9477,2708,1567
"Wyoming County, West Virginia",3539,2316,2179,8824,2811,1612
"Dunn County, Wisconsin",7337,10131,5065,15401,3971,2854
"Grant County, Wisconsin",8884,11052,5391,17675,4619,4112
"Sheboygan County, Wisconsin",20997,14150,13381,46532,11415,8703
"Menominee County, Wisconsin",1190,737,529,1511,384,207
"Buffalo County, Wisconsin",2189,1387,1327,5383,1602,1238
"La Crosse County, Wisconsin",19441,22997,15108,41670,10567,8111
"Marathon County, Wisconsin",25662,16123,16071,54371,13012,10157
"Trempealeau County, Wisconsin",6144,3306,3236,11578,2978,2257
"Dodge County, Wisconsin",14659,9913,10748,37290,8326,6779
"Vilas County, Wisconsin",2932,1752,1749,8674,3820,2824
"Manitowoc County, Wisconsin",13360,8893,8401,32810,8770,6951
"Burnett County, Wisconsin",2211,1343,1210,6239,2544,1742
"Door County, Wisconsin",3598,2340,2499,11074,4792,3169
"Fond du Lac County, Wisconsin",18021,12928,11947,41336,10436,7929
"Pepin County, Wisconsin",1274,745,704,2949,868,725
"Richland County, Wisconsin",3116,2048,1634,6817,2099,1745
"Waushara County, Wisconsin",3657,2261,2433,10087,3386,2369
"Lafayette County, Wisconsin",3330,1978,1841,6527,1616,1423
"Pierce County, Wisconsin",7281,8325,4504,15883,3643,2341
"Calumet County, Wisconsin",9759,6115,5312,21584,4255,2903
"Kenosha County, Wisconsin",31782,23705,21426,68628,13478,9505
"Johnson County, Wyoming",1614,806,768,3356,1152,791
"Wallace County, Kansas",345,159,169,552,180,169
"Chase County, Kansas",510,307,220,963,350,287
"Stevens County, Kansas",1396,686,708,1997,442,374
"Smith County, Kansas",584,342,318,1392,474,517
"Grant County, Kansas",1997,1062,817,2629,653,309
"Antrim County, Michigan",3351,2399,2019,9248,3628,2561
"Houghton County, Michigan",6030,8871,3850,11196,3482,2641
"Livingston County, Michigan",32734,24069,20080,81499,19476,11896
"Iosco County, Michigan",3404,2252,2298,9920,4181,3142
"Lake County, Michigan",1597,1104,990,4873,2031,1257
"Manistee County, Michigan",3389,2722,2463,9773,3582,2528
"Jackson County, Kansas",2717,1619,1359,5073,1484,1014
"Kingman County, Kansas",1305,835,706,2894,793,807
"Logan County, Kansas",565,325,295,1054,278,288
"Nemaha County, Kansas",2210,1288,1052,3579,902,1090
"Pottawatomie County, Kansas",5876,2890,3002,8716,1966,1397
"Wyandotte County, Kansas",39028,21421,24773,59799,11916,7924
"Cherokee County, Kansas",3913,2407,2216,7804,2208,1631
"Butler County, Kansas",13899,8980,7686,26235,5579,4319
"Clay County, Kansas",1621,819,813,2961,957,911
"Lincoln County, Kansas",561,351,226,1185,379,342
"Saline County, Kansas",10699,6912,6876,20802,5244,4168
"Sumner County, Kansas",4711,2787,2492,8894,2280,1950
"Trego County, Kansas",376,331,264,1151,352,366
"Wabaunsee County, Kansas",1350,815,636,2743,782,563
"Wilson County, Kansas",1719,972,871,3300,1027,799
"Mitchell County, Kansas",1167,828,592,2106,708,744
"Osborne County, Kansas",620,374,404,1270,391,471
"Atchison County, Kansas",3115,3018,1777,5606,1514,1238
"Finney County, Kansas",9486,5743,5006,12610,2410,1495
"Hamilton County, Kansas",620,306,309,1005,204,147
"Leavenworth County, Kansas",16016,10159,10627,32549,6864,4530
"Washington County, Kansas",1031,605,527,2021,622,687
"Wichita County, Kansas",378,252,314,786,219,181
"Morton County, Kansas",553,339,369,915,317,261
"Norton County, Kansas",873,581,826,2049,558,559
"Barton County, Kansas",5209,3385,3261,9612,2548,2438
"Cloud County, Kansas",1758,1179,987,3138,945,931
"Edwards County, Kansas",548,208,363,1144,341,265
"Lane County, Kansas",304,193,164,615,137,151
"Rush County, Kansas",533,304,322,1112,344,407
"Marion County, Kansas",2122,1638,1082,4358,1401,1363
"Neosho County, Kansas",3309,2021,1773,5910,1641,1454
"Ottawa County, Kansas",1043,695,531,2396,631,526
"Riley County, Kansas",10598,26711,13274,17783,3847,2843
"Barber County, Kansas",963,445,570,1648,564,434
"Dickinson County, Kansas",3665,2119,2129,7252,1903,1760
"Jefferson County, Kansas",3500,2144,1996,7763,2022,1465
"Greenup County, Kentucky",6320,3898,3833,14291,4177,3036
"Fleming County, Kentucky",2952,1699,1618,5707,1565,972
"Carter County, Kentucky",5022,3521,3095,10555,2943,2023
"Grant County, Kentucky",5595,3249,3228,9475,2118,1286
"Jefferson County, Kentucky",142686,94375,113143,296416,70638,50161
"Logan County, Kentucky",5247,3234,3186,10340,2756,2139
"Mason County, Kentucky",3241,2113,2039,6730,1783,1206
"Pendleton County, Kentucky",2773,1733,1704,6100,1415,847
"Robertson County, Kentucky",445,171,234,817,266,190
"Spencer County, Kentucky",3448,2244,1952,8519,1624,893
"Bath County, Kentucky",2653,1492,1308,4905,1152,845
"Ballard County, Kentucky",1444,964,790,3168,945,721
"Boyle County, Kentucky",4921,5025,3225,11240,3080,2481
"Green County, Kentucky",1881,1158,1234,4495,1300,911
"Harlan County, Kentucky",5115,2887,3325,10594,2958,1820
"Martin County, Kentucky",1902,1276,1911,4732,1129,698
"Lincoln County, Kentucky",4808,2718,2927,9657,2549,1817
"Monroe County, Kentucky",2005,1206,1166,4294,1138,818
"Ohio County, Kentucky",5003,2697,2831,9294,2503,1743
"Union County, Kentucky",2289,2824,1683,5472,1491,879
"Webster County, Kentucky",2527,1497,1565,5210,1324,945
"Jim Wells County, Texas",9562,5710,5397,14190,3500,2613
"Dallam County, Texas",2023,770,1214,2513,438,346
"Montmorency County, Michigan",1118,758,684,3798,1711,1196
"Presque Isle County, Michigan",1618,1163,892,5149,2185,1707
"Gladwin County, Michigan",3934,2500,2288,9902,3889,2766
"Kalamazoo County, Michigan",47477,50626,35278,91009,22277,16078
"Mecosta County, Michigan",6547,9778,4552,14552,4665,3157
"Marquette County, Michigan",10000,12223,7901,24273,7223,5066
"Newaygo County, Michigan",8964,5668,5426,19196,5425,3687
"Osceola County, Michigan",4230,2747,2495,9015,2787,2016
"Otsego County, Michigan",4187,2886,2662,9679,3023,2053
"Calhoun County, Michigan",25440,17635,16266,51641,13335,9895
"Cheboygan County, Michigan",3395,2537,2369,10315,4039,2763
"Luce County, Michigan",855,700,784,2645,738,616
"Kent County, Michigan",131629,88555,101438,240595,49864,36040
"Saginaw County, Michigan",33840,26018,23423,72739,20276,15525
"Shiawassee County, Michigan",11701,8622,7847,28021,7195,4954
"Bay County, Michigan",17302,12160,12528,41703,11596,8815
"Charlevoix County, Michigan",4080,2832,2567,10505,3666,2538
"Delta County, Michigan",5845,3713,3680,14371,4772,3645
"Emmet County, Michigan",5146,3867,3648,13251,4308,2884
"Koochiching County, Minnesota",1826,1329,1161,5145,1697,1357
"Morrison County, Minnesota",6428,3673,3650,13046,3397,2870
"Pennington County, Minnesota",2757,1678,1851,5352,1350,1195
"Steele County, Minnesota",7678,4426,4320,14007,3293,2959
"Wilkin County, Minnesota",1162,743,642,2563,590,591
"Aitkin County, Minnesota",2147,1312,1229,6002,2918,2226
"Faribault County, Minnesota",2488,1450,1390,5339,1567,1567
"Murray County, Minnesota",1489,835,752,3117,1087,1016
"Kandiyohi County, Minnesota",8851,5185,5210,15741,4317,3537
"Lake County, Minnesota",1536,920,1010,4376,1459,1259
"Rock County, Minnesota",1996,1047,1006,3487,945,921
"Roseau County, Minnesota",3071,1901,1500,6327,1431,1131
"Traverse County, Minnesota",515,280,420,1274,354,468
"Becker County, Minnesota",6867,3851,3577,12840,4021,2855
"Hennepin County, Minnesota",231673,149994,212073,481679,99547,70871
"Brown County, Minnesota",4529,3295,2798,9298,2626,2617
"Chippewa County, Minnesota",2371,1337,1392,4357,1299,1197
"Clearwater County, Minnesota",1811,981,905,3336,960,828
"Goodhue County, Minnesota",8527,5039,5371,18529,4832,3948
"Isanti County, Minnesota",7814,4551,5073,15870,3511,2611
"Jackson County, Minnesota",1741,1074,1025,3962,1038,1114
"Mower County, Minnesota",8293,4677,4696,14835,3625,3681
"Pine County, Minnesota",4727,3164,3176,12282,3374,2500
"Olmsted County, Minnesota",32082,18034,22445,58900,12780,10568
"Wadena County, Minnesota",2880,1528,1465,4918,1458,1405
"Benton County, Minnesota",8616,4754,6155,15077,2981,2546
"Freeborn County, Minnesota",5552,3139,3470,11603,3446,3253
"Itasca County, Minnesota",7741,4808,4369,18007,5914,4302
"Pope County, Minnesota",1930,1068,1251,4180,1435,1184
"Stevens County, Minnesota",1736,2218,1167,3019,777,872
"Swift County, Minnesota",1755,952,1057,3551,1023,1021
"Cottonwood County, Minnesota",2295,1194,1169,4073,1269,1299
"Scott County, Minnesota",33423,18219,17679,60817,9347,5790
"Wabasha County, Minnesota",3821,2273,2291,8590,2540,2022
"Pipestone County, Minnesota",1949,1033,1013,3293,894,1009
"Norman County, Minnesota",1239,772,583,2530,700,696
"Nicollet County, Minnesota",6214,5579,4507,12337,3003,2314
"Fort Bend County, Texas",174105,101078,93615,315250,54028,27318
"Irion County, Texas",390,191,161,605,146,127
"Willacy County, Texas",4355,3937,3241,7101,1640,1314
"Dawson County, Texas",2800,1929,1986,4220,996,882
"Burleson County, Texas",3264,2172,1961,6972,2145,1544
"Nueces County, Texas",74052,51928,52471,132206,29909,20974
"Rains County, Texas",1866,1166,1148,4693,1790,1103
"Real County, Texas",724,427,322,960,450,525
"Sterling County, Texas",315,141,118,501,94,62
"Carson County, Texas",1213,678,782,2238,609,489
"Freestone County, Texas",3607,2192,2416,7633,2154,1712
"Hardeman County, Texas",690,490,458,1462,494,351
"Briscoe County, Texas",192,217,123,553,196,176
"Liberty County, Texas",18179,11259,11962,31429,6789,4084
"Loving County, Texas",25,2,9,37,22,3
"Robertson County, Texas",3370,2021,1821,6549,1935,1294
"Rusk County, Texas",10055,6857,7168,20845,5052,3778
"Trinity County, Texas",2511,1518,1316,5442,2156,1677
"Bandera County, Texas",3091,2220,1732,9299,3604,2269
"Childress County, Texas",1135,940,1596,2578,476,528
"Comal County, Texas",26344,16562,15925,57414,15691,9706
"Houston County, Texas",3707,2602,2211,9541,2630,2263
"Navarro County, Texas",10684,6345,5703,18034,4708,3521
"Scurry County, Texas",3655,2300,2263,6300,1380,1198
"Stonewall County, Texas",324,164,100,588,142,158
"Bastrop County, Texas",17633,11343,9595,33648,8140,4163
"Bee County, Texas",5737,4865,5503,12601,2263,1642
"Crane County, Texas",1229,671,701,1547,422,232
"Rutland County, Vermont",8530,7662,6228,23925,7630,4917
"Orange County, Vermont",4341,3351,3078,12212,3769,2157
"Windsor County, Vermont",8188,5555,5861,23114,7475,5082
"Utah County, Utah",172405,133615,86468,167206,27085,18711
"Duchesne County, Utah",5750,2619,2702,6783,1312,982
"Uintah County, Utah",10198,4980,5396,11838,2299,1373
"Davis County, Utah",94176,49966,49056,118813,20132,13624
"Emery County, Utah",2487,1318,1067,3584,998,663
"Garfield County, Utah",967,584,552,1807,663,425
"Isle of Wight County, Virginia",6270,4072,3990,15481,4051,2763
"Franklin city, Virginia",1764,621,1103,3088,924,647
"Lexington city, Virginia",462,3589,564,1498,645,483
"Henry County, Virginia",8183,5294,5193,20534,6553,5551
"King William County, Virginia",3137,2048,2113,6773,1514,1103
"Louisa County, Virginia",6176,3644,4132,15034,4466,2588
"Prince Edward County, Virginia",3006,6859,2257,7100,2069,1614
"Rockingham County, Virginia",14553,10795,8973,30850,8303,6810
"Calloway County, Kentucky",5887,8794,4435,13185,3780,2756
"Casey County, Kentucky",2935,1944,1738,6106,1889,1273
"Christian County, Kentucky",16806,13961,11726,20310,4763,3848
"Daviess County, Kentucky",20512,12176,12730,38277,9635,7144
"Grayson County, Kentucky",5119,3260,3071,10274,2740,1783
"Henderson County, Kentucky",8762,5097,5728,18353,4701,3188
"Henry County, Kentucky",3071,1946,1752,6437,1686,1019
"Hopkins County, Kentucky",8627,5079,5509,17959,4857,3300
"Jackson County, Kentucky",2479,1511,1491,5614,1415,859
"Laurel County, Kentucky",11358,7355,7645,24308,5873,3818
"Marshall County, Kentucky",5273,3241,3347,12569,3858,2904
"Meade County, Kentucky",5242,3638,3796,11569,2431,1506
"Montgomery County, Kentucky",5568,3278,3507,11135,2708,1688
"Nicholas County, Kentucky",1417,877,776,2877,721,485
"Oldham County, Kentucky",13439,8909,6713,28522,5486,2898
"Douglas County, Minnesota",6792,3872,4332,14097,4553,3867
"Grant County, Minnesota",1137,566,598,2252,721,661
"Kittson County, Minnesota",753,481,361,1684,521,511
"Le Sueur County, Minnesota",5625,3282,3067,11439,2753,2076
"Owen County, Kentucky",1978,1244,1167,4476,1199,732
"Rockcastle County, Kentucky",3023,1921,1948,6934,1786,1208
"Scott County, Kentucky",11598,7469,7264,21856,4213,2267
"Warren County, Kentucky",24448,26177,17238,44506,9794,6489
"Allen County, Kentucky",4164,2363,2661,8128,2216,1412
"Bourbon County, Kentucky",3787,2211,2456,7804,2187,1613
"Bullitt County, Kentucky",14245,10029,10107,33508,7790,4492
"Crittenden County, Kentucky",1662,971,973,3573,1064,757
"Fulton County, Kentucky",1150,634,812,2304,716,514
"Knott County, Kentucky",2518,2179,1614,6256,1670,1023
"Menifee County, Kentucky",1093,651,839,2558,757,545
"Muhlenberg County, Kentucky",5116,4095,3819,12158,3312,2451
"Perry County, Kentucky",4985,2892,3234,11164,2663,1686
"Wolfe County, Kentucky",1369,664,852,2946,833,543
