NAME,Employee,Direct,Medicare,Medicaid,VA,state,county,noins
"Las Animas County, Colorado",786,188,12,1631,6,8,71,217.0
"Lincoln County, Colorado",505,196,0,387,17,8,73,141.0
"Summit County, Colorado",2683,981,0,1266,28,8,117,125.0
"Alamosa County, Colorado",1256,191,67,2569,45,8,3,560.0
"Delta County, Colorado",2520,639,24,3524,40,8,29,318.0
"Fremont County, Colorado",3296,388,68,4126,314,8,43,290.0
"Montrose County, Colorado",3474,662,32,5217,120,8,85,284.0
"Morgan County, Colorado",3952,332,56,3647,168,8,87,733.0
"Saguache County, Colorado",336,54,11,1051,3,8,109,640.0
"Prowers County, Colorado",730,223,17,2259,32,8,99,110.0
"Washington County, Colorado",452,81,11,603,24,8,121,139.0
"Grand County, Colorado",1600,503,0,1015,0,8,49,24.0
"Otero County, Colorado",1596,120,64,2495,54,8,89,98.0
"Broomfield County, Colorado",12741,1106,28,2864,293,8,14,455.0
"Sussex County, Delaware",20048,2734,586,21394,517,10,5,323.0
"District of Columbia, District of Columbia",60106,12845,1426,62113,3228,11,1,1795.0
"New Haven County, Connecticut",102094,10612,668,78222,1050,9,9,2642.0
"Hartford County, Connecticut",123407,11626,986,72669,1173,9,3,4210.0
"Shelby County, Tennessee",114560,13259,2189,114556,3775,47,157,3706.0
"Henderson County, Tennessee",2925,320,145,3541,2,47,77,13777.0
"Jefferson County, Tennessee",5230,753,50,5466,159,47,89,200.0
"Sequatchie County, Tennessee",1190,236,7,1596,159,47,153,270.0
"Carroll County, Tennessee",3114,160,8,3093,182,47,17,219.0
"Davidson County, Tennessee",72833,11482,597,65613,982,47,37,185.0
"Perry County, Tennessee",696,25,0,985,8,47,135,10407.0
"Meigs County, Tennessee",1212,251,25,1081,29,47,121,290.0
"Haywood County, Tennessee",1531,279,19,2690,71,47,75,148.0
"Montgomery County, Tennessee",20533,2860,321,17361,19791,47,125,122.0
"Grundy County, Tennessee",1250,122,41,1691,4,47,61,2040.0
"Cocke County, Tennessee",2174,347,0,4884,211,47,29,53.0
"DeKalb County, Tennessee",2057,380,0,2281,100,47,41,383.0
"Lewis County, Tennessee",1066,195,0,1549,71,47,101,93.0
"Obion County, Tennessee",2870,601,43,3783,227,47,131,87.0
"Tipton County, Tennessee",8701,1162,119,5896,1321,47,167,224.0
"Dyer County, Tennessee",4608,346,33,4367,28,47,45,380.0
"Hamilton County, Tennessee",45470,6276,2830,26388,1432,47,65,375.0
"Polk County, Tennessee",1449,147,32,1652,93,47,139,2668.0
"White County, Tennessee",2833,663,12,2771,147,47,185,280.0
