NAME,Employee,Direct,Medicare,Medicaid,VA,state,county,noins
"Johnson County, Kentucky",2040,618,0,2698,18,21,115,3111.0
"Morgan County, Kentucky",884,84,7,1496,49,21,175,107.0
"Pulaski County, Kentucky",6085,843,60,8040,176,21,199,112.0
"Adair County, Kentucky",1381,448,46,2257,80,21,1,586.0
"Breathitt County, Kentucky",765,66,38,1915,0,21,25,177.0
"Hart County, Kentucky",1633,325,177,2628,21,21,99,60.0
"Trimble County, Kentucky",863,91,0,898,113,21,223,382.0
"Hickman County, Kentucky",411,180,6,546,17,21,105,84.0
"Lyon County, Kentucky",474,112,32,609,177,21,143,0.0
"Lewis County, Kentucky",1330,98,20,1972,46,21,135,97.0
"Woodford County, Kentucky",3478,447,0,2306,75,21,239,23.0
"Leslie County, Kentucky",586,111,20,1546,0,21,131,269.0
"Lawrence County, Kentucky",1612,129,44,1983,72,21,127,44.0
"McCracken County, Kentucky",7603,741,98,6591,364,21,145,272.0
"Brule County, South Dakota",810,210,0,280,8,46,15,600.0
"Gregory County, South Dakota",433,129,0,429,30,46,53,69.0
"Minnehaha County, South Dakota",31301,3190,178,14453,1452,46,99,37.0
"Clark County, South Dakota",388,267,0,329,15,46,25,2661.0
"Kingsbury County, South Dakota",790,82,1,233,16,46,77,20.0
"Clay County, South Dakota",2182,372,19,677,97,46,27,38.0
"Dewey County, South Dakota",261,79,14,1557,13,46,41,72.0
"Hughes County, South Dakota",2531,386,17,1130,100,46,65,327.0
"Sanborn County, South Dakota",402,81,0,139,7,46,111,144.0
"Hand County, South Dakota",458,194,0,133,6,46,59,22.0
"Yankton County, South Dakota",3117,551,146,1354,308,46,135,28.0
"Beadle County, South Dakota",2193,716,46,1852,180,46,5,186.0
"Davison County, South Dakota",2836,486,0,1523,221,46,35,400.0
"Jerauld County, South Dakota",238,97,4,90,6,46,73,178.0
"Stanley County, South Dakota",496,81,4,120,16,46,117,22.0
"Potter County, South Dakota",242,138,0,173,0,46,107,6.0
"Charles Mix County, South Dakota",743,467,40,1394,44,46,23,63.0
"Marshall County, South Dakota",793,169,0,350,0,46,91,410.0
"Perkins County, South Dakota",264,206,0,114,3,46,105,59.0
"Whitley County, Kentucky",3427,532,72,5664,33,21,235,53.0
"Floyd County, Kentucky",3063,302,58,5352,28,21,71,383.0
"Kenton County, Kentucky",26247,2036,378,13525,475,21,117,99.0
"Magoffin County, Kentucky",834,29,66,2129,0,21,153,1328.0
"Rowan County, Kentucky",2487,349,17,2924,49,21,205,30.0
"Taylor County, Kentucky",3004,482,10,2805,234,21,217,116.0
"Carlisle County, Kentucky",567,21,14,583,22,21,39,131.0
"Estill County, Kentucky",929,219,17,2029,106,21,65,40.0
"Rapides Parish, Louisiana",12776,2224,103,18795,1052,22,79,110.0
"Tangipahoa Parish, Louisiana",13509,1220,231,20074,946,22,105,1350.0
"West Carroll Parish, Louisiana",1015,269,32,1369,80,22,123,750.0
"Caldwell Parish, Louisiana",899,201,0,1319,37,22,21,287.0
"East Carroll Parish, Louisiana",145,113,0,1040,0,22,35,211.0
"Evangeline Parish, Louisiana",2889,294,22,6011,25,22,39,50.0
"St. Bernard Parish, Louisiana",5087,614,37,7111,114,22,87,279.0
"West Baton Rouge Parish, Louisiana",3513,296,26,2299,62,22,121,605.0
"Red River Parish, Louisiana",617,107,0,1471,25,22,81,391.0
"Natchitoches Parish, Louisiana",3376,572,0,5978,119,22,69,0.0
"Catahoula Parish, Louisiana",1051,44,0,907,27,22,25,335.0
"Franklin Parish, Louisiana",1291,485,2,3850,11,22,41,286.0
"Assumption Parish, Louisiana",2436,194,37,2849,67,22,7,169.0
"Vermilion Parish, Louisiana",7808,762,47,7871,284,22,113,104.0
"Concordia Parish, Louisiana",1671,262,115,2324,0,22,29,359.0
"Oxford County, Maine",5869,821,216,5290,256,23,17,718.0
"Penobscot County, Maine",16860,2068,132,11022,1008,23,19,425.0
"Androscoggin County, Maine",14067,1311,199,9324,535,23,1,1727.0
"Cumberland County, Maine",41767,4591,308,13091,1120,23,5,1270.0
"York County, Maine",27337,2602,216,10451,1914,23,31,1900.0
"Somerset County, Maine",4376,635,86,5203,236,23,25,1812.0
"Worcester County, Maryland",4562,685,32,4403,149,24,47,389.0
"Talbot County, Maryland",3936,862,0,2352,128,24,41,233.0
"Barnstable County, Massachusetts",18734,2794,108,14047,1177,25,1,265.0
"Berkshire County, Massachusetts",12837,1948,80,9183,202,25,3,692.0
"Plymouth County, Massachusetts",82468,7088,340,35196,1076,25,23,393.0
"Norfolk County, Massachusetts",124304,13261,178,28823,799,25,21,1255.0
"Nantucket County, Massachusetts",1266,555,71,609,0,25,19,970.0
"Allegan County, Michigan",19382,1671,178,9397,292,26,5,68.0
"Alger County, Michigan",943,105,9,498,72,26,3,609.0
"Oceana County, Michigan",2650,270,9,3681,54,26,127,91.0
"Clare County, Michigan",1978,319,52,3658,52,26,35,339.0
"Isabella County, Michigan",8580,1601,39,5013,189,26,73,950.0
"Tuscola County, Michigan",5986,794,11,5170,57,26,157,1468.0
"Alpena County, Michigan",3125,367,18,2460,208,26,7,254.0
"Midland County, Michigan",12872,938,37,5955,229,26,111,162.0
"Oscoda County, Michigan",449,85,3,838,36,26,135,518.0
"Clinton County, Michigan",13843,887,28,4105,57,26,37,343.0
"Gratiot County, Michigan",5532,408,45,3105,168,26,57,474.0
"Lenawee County, Michigan",13518,1044,85,8629,275,26,91,239.0
"Montcalm County, Michigan",7864,715,29,6676,281,26,117,615.0
"St. Clair County, Michigan",21248,1708,98,14174,427,26,147,979.0
"Washtenaw County, Michigan",56611,6674,525,17433,810,26,161,806.0
"Cass County, Michigan",6651,665,16,4382,208,26,27,1401.0
"Roscommon County, Michigan",1621,48,88,2383,115,26,143,492.0
"Branch County, Michigan",4816,610,53,4380,28,26,23,80.0
"Jackson County, Michigan",21091,1407,174,15422,337,26,75,1492.0
"Macomb County, Michigan",120130,12973,679,66034,2119,26,99,1122.0
"Baraga County, Michigan",751,45,23,865,15,26,13,5142.0
"Eaton County, Michigan",15805,1226,111,8233,482,26,45,53.0
"Upson County, Georgia",2583,517,150,3072,103,13,293,920.0
"Washington County, Georgia",1306,288,12,3184,112,13,303,417.0
"White County, Georgia",3817,365,0,2072,105,13,311,178.0
"Peach County, Georgia",3045,414,28,3052,180,13,225,344.0
"Paulding County, Georgia",27158,2266,399,12999,1145,13,223,298.0
"Pierce County, Georgia",1877,305,68,2747,160,13,229,2853.0
"Pike County, Georgia",2713,359,60,1268,31,13,231,415.0
"Richmond County, Georgia",16400,3221,399,25800,4165,13,245,355.0
"Screven County, Georgia",755,153,49,1913,83,13,251,2914.0
"Tattnall County, Georgia",1556,118,0,3218,258,13,267,301.0
"Berrien County, Georgia",1797,74,48,2665,352,13,19,297.0
"Montgomery County, Illinois",3152,821,25,2383,68,17,135,497.0
"Whiteside County, Illinois",7560,984,116,5176,208,17,195,43.0
"Adams County, Illinois",8633,1148,144,6102,120,17,1,327.0
"Clinton County, Illinois",5525,871,15,2127,374,17,27,651.0
"DeKalb County, Illinois",15035,1247,40,9125,342,17,37,235.0
"Edwards County, Illinois",906,142,0,537,18,17,47,364.0
"Jasper County, Illinois",1293,115,3,965,11,17,79,48.0
"Jefferson County, Illinois",3783,461,22,4322,233,17,81,85.0
"Vermilion County, Illinois",8463,881,68,9879,108,17,183,412.0
"Will County, Illinois",129997,11150,328,46401,1183,17,197,632.0
"Williamson County, Illinois",8838,783,39,6141,353,17,199,3699.0
"Clark County, Illinois",1848,352,38,1689,85,17,23,336.0
"Douglas County, Illinois",2191,321,21,1838,110,17,41,125.0
"Effingham County, Illinois",4469,821,5,3267,58,17,49,953.0
"Fulton County, Illinois",4437,380,21,3053,37,17,57,235.0
"Greene County, Illinois",1442,150,2,1411,11,17,61,241.0
"Hamilton County, Illinois",1018,285,0,621,15,17,65,91.0
"Hardin County, Illinois",486,18,7,276,0,17,69,102.0
"Henry County, Illinois",7254,771,14,3778,157,17,73,0.0
"Johnson County, Illinois",1489,133,14,876,55,17,87,234.0
"Knox County, Illinois",5239,552,46,5042,103,17,95,62.0
"Livingston County, Illinois",4265,730,53,3422,98,17,105,194.0
"Scott County, Illinois",653,19,0,529,8,17,171,326.0
"Tazewell County, Illinois",20235,1743,110,9878,453,17,179,0.0
"Warren County, Illinois",2028,201,0,1914,66,17,187,677.0
"Harrison County, Indiana",6354,478,22,2686,133,18,61,41.0
"LaPorte County, Indiana",12825,1082,109,10794,86,18,91,356.0
"Wabash County, Indiana",3863,223,39,2662,0,18,169,1129.0
"Jasper County, Indiana",5485,587,116,2306,34,18,73,390.0
"Martin County, Indiana",1272,135,9,790,52,18,101,476.0
"Porter County, Indiana",28235,2348,105,9843,398,18,127,131.0
"Ripley County, Indiana",4113,480,28,2300,129,18,137,1054.0
"Spencer County, Indiana",3209,449,0,1365,106,18,147,545.0
"Tipton County, Indiana",2221,200,8,975,47,18,159,73.0
"Vigo County, Indiana",12216,1730,149,10110,572,18,167,159.0
"Warrick County, Indiana",12000,988,25,2726,418,18,173,927.0
"DeKalb County, Indiana",6748,499,0,3031,102,18,33,406.0
"LaGrange County, Indiana",3612,717,58,1862,18,18,87,1033.0
"Rush County, Indiana",2210,235,110,1237,47,18,139,7416.0
"Boone County, Indiana",14195,1226,15,2786,215,18,11,390.0
"Gogebic County, Michigan",1086,204,8,1146,66,26,53,718.0
"Meeker County, Minnesota",3718,411,6,1899,43,27,93,143.0
"Rice County, Minnesota",9987,1074,76,4856,290,27,131,301.0
"Red Lake County, Minnesota",664,41,0,359,3,27,125,529.0
"Clay County, Minnesota",10889,1328,51,4956,443,27,27,29.0
"Fillmore County, Minnesota",3195,406,2,1375,27,27,45,707.0
"Polk County, Minnesota",4902,676,23,2840,115,27,119,685.0
"Sibley County, Minnesota",2232,208,0,1295,40,27,143,262.0
"Watonwan County, Minnesota",1559,155,3,1150,20,27,165,115.0
"Big Stone County, Minnesota",572,100,0,394,14,27,11,355.0
"Cass County, Minnesota",2323,427,88,3507,105,27,21,8.0
"Hubbard County, Minnesota",2051,442,25,2136,85,27,57,523.0
"Martin County, Minnesota",2479,498,15,1638,65,27,91,211.0
"Nobles County, Minnesota",2927,586,0,2803,29,27,105,220.0
"Sherburne County, Minnesota",19502,1834,52,5390,419,27,141,303.0
"Carver County, Minnesota",24059,1886,41,3764,109,27,19,333.0
"McLeod County, Minnesota",5546,670,34,2891,76,27,85,1007.0
"Ramsey County, Minnesota",71259,7285,430,59319,731,27,123,309.0
"Winona County, Minnesota",7517,498,100,2451,157,27,169,4872.0
"Dodge County, Minnesota",4106,370,41,1424,23,27,39,671.0
"Crow Wing County, Minnesota",8665,876,58,5519,347,27,35,208.0
"Wright County, Minnesota",29547,3311,59,7275,362,27,171,394.0
"Lincoln County, Minnesota",797,159,2,426,10,27,81,1125.0
"Mille Lacs County, Minnesota",3212,382,6,3025,37,27,95,59.0
"Carlton County, Minnesota",5522,240,8,2954,129,27,17,312.0
"Kanabec County, Minnesota",2002,225,4,1573,40,27,65,195.0
"St. Clair County, Alabama",12833,1377,134,7397,234,1,115,239.0
"Cullman County, Alabama",9681,1330,136,9110,171,1,43,311.0
"Houston County, Alabama",10541,1570,116,12683,967,1,69,495.0
"Tuscaloosa County, Alabama",28802,3129,422,17724,642,1,125,550.0
"Coffee County, Alabama",4908,363,37,5384,3072,1,31,1123.0
"Chilton County, Alabama",4884,720,69,5560,35,1,21,477.0
"Coosa County, Alabama",866,45,0,977,9,1,37,536.0
"Etowah County, Alabama",10591,2095,201,10731,398,1,55,96.0
"Lamar County, Alabama",1202,49,17,1592,31,1,75,942.0
"Butler County, Alabama",2391,321,68,2318,26,1,13,432.0
"Walker County, Alabama",6173,1146,58,6881,218,1,127,109.0
"Greene County, Alabama",311,167,5,1540,5,1,63,1119.0
"Bullock County, Alabama",589,14,17,1820,9,1,11,43.0
"Chambers County, Alabama",2719,294,26,4107,210,1,17,25.0
"Haines Borough, Alaska",137,100,0,364,0,2,100,392.0
"Juneau City and Borough, Alaska",4483,379,45,2076,522,2,110,84.0
"Yukon-Koyukuk Census Area, Alaska",419,30,3,985,0,2,290,563.0
"Denali Borough, Alaska",192,7,0,57,28,2,68,226.0
"Hoonah-Angoon Census Area, Alaska",78,12,6,212,14,2,105,47.0
"Wrangell City and Borough, Alaska",199,4,6,225,0,2,275,65.0
"Pima County, Arizona",108247,15735,1027,96613,10595,4,19,100.0
"Gila County, Arizona",3810,489,151,6236,64,4,7,16561.0
"Cochise County, Arizona",11735,2206,673,12846,3962,4,3,1185.0
"Apache County, Arizona",6201,356,167,9435,170,4,1,1464.0
"Yuma County, Arizona",19356,3308,474,28545,3718,4,27,5046.0
"Navajo County, Arizona",10048,1614,182,17280,218,4,17,5779.0
"Clay County, Arkansas",856,201,17,2421,9,5,21,3379.0
"Drew County, Arkansas",1970,397,41,2208,62,5,43,101.0
"Randolph County, Arkansas",1282,331,2,2718,69,5,121,209.0
"Boone County, Arkansas",3268,567,23,4963,73,5,9,84.0
"Lincoln County, Arkansas",828,233,0,969,14,5,79,338.0
"Crittenden County, Arkansas",4491,637,13,8418,97,5,35,143.0
"Faulkner County, Arkansas",15871,2714,323,11955,1052,5,45,567.0
"Walker County, Georgia",7600,616,78,7137,238,13,295,1326.0
"Gwinnett County, Georgia",124872,21960,2018,93787,3802,13,135,1227.0
"Barrow County, Georgia",10589,1616,348,8469,468,13,13,25548.0
"Charlton County, Georgia",829,181,99,1642,94,13,49,1671.0
"Clinch County, Georgia",754,5,20,1364,3,13,65,311.0
"Bartow County, Georgia",12846,1708,247,10873,391,13,15,21.0
"Douglas County, Georgia",19968,3705,92,15004,763,13,97,2330.0
"Grady County, Georgia",1705,287,176,3718,65,13,131,2847.0
"Hancock County, Georgia",445,0,15,808,46,13,141,623.0
"Whitfield County, Georgia",11887,681,542,14153,166,13,313,62.0
"Macon County, Georgia",691,103,0,1686,29,13,193,2607.0
"Troup County, Georgia",8680,950,225,7945,361,13,285,353.0
"Harris County, Georgia",4698,651,0,2181,865,13,145,1111.0
"Schley County, Georgia",634,56,7,603,6,13,249,255.0
"Worth County, Georgia",1963,122,33,2636,35,13,321,94.0
"Dooly County, Georgia",1041,187,20,1285,2,13,93,248.0
"Evans County, Georgia",918,48,14,1837,28,13,109,246.0
"Webster County, Georgia",211,79,0,364,8,13,307,128.0
"Effingham County, Georgia",11079,1127,10,3926,1560,13,103,34.0
"Glascock County, Georgia",336,6,3,424,0,13,125,409.0
"Quitman County, Georgia",117,7,0,257,0,13,239,3.0
"Chatham County, Georgia",27629,4839,138,27033,5824,13,51,96.0
"Johnson County, Georgia",607,81,0,1247,0,13,167,4803.0
"Lanier County, Georgia",1016,187,73,806,561,13,173,131.0
"Madison County, Georgia",2816,317,6,3558,130,13,195,366.0
"Mitchell County, Georgia",1272,131,48,3713,22,13,205,547.0
"Tift County, Georgia",3606,520,51,5364,190,13,277,358.0
"Polk County, Georgia",4750,258,49,5221,110,13,233,1419.0
"Talbot County, Georgia",292,44,0,527,14,13,263,1410.0
"Terrell County, Georgia",441,186,9,1528,20,13,273,387.0
"Thomas County, Georgia",4079,503,24,5291,348,13,275,40.0
"Wilkinson County, Georgia",939,207,9,1219,0,13,319,1123.0
"Oglethorpe County, Georgia",1303,279,56,1924,0,13,221,61.0
"Randolph County, Georgia",199,29,0,1680,0,13,243,173.0
"Ware County, Georgia",2283,240,30,5663,128,13,299,111.0
"Wayne County, Georgia",3759,429,16,3378,195,13,305,706.0
"Wilcox County, Georgia",876,42,171,630,9,13,315,482.0
"Baldwin County, Georgia",5229,377,0,3710,208,13,9,182.0
"Bulloch County, Georgia",9032,1077,162,7327,686,13,31,671.0
"Clay County, Georgia",85,12,0,530,0,13,61,1085.0
"Echols County, Georgia",483,19,13,337,49,13,101,22.0
"DeKalb County, Georgia",83134,10712,1520,78826,1967,13,89,177.0
"Haralson County, Georgia",3512,376,46,3274,73,13,143,14151.0
"Jefferson County, Georgia",1051,165,0,2533,36,13,163,407.0
"Lincoln County, Georgia",483,224,136,756,23,13,181,320.0
"Murray County, Georgia",3857,261,22,5710,5,13,213,58.0
"Pulaski County, Georgia",907,137,0,1033,48,13,235,928.0
"Rabun County, Georgia",1064,303,57,1334,0,13,241,91.0
"Towns County, Georgia",609,240,2,934,14,13,281,400.0
"Treutlen County, Georgia",425,11,0,906,0,13,283,163.0
"Irwin County, Georgia",943,123,60,1039,0,13,155,264.0
"Appling County, Georgia",1982,338,0,2649,183,13,1,275.0
"Shelby County, Ohio",9595,766,45,3580,108,39,149,334.0
"Williams County, Ohio",5495,534,18,3386,36,39,171,312.0
"Columbiana County, Ohio",11974,1239,27,9562,362,39,29,370.0
"Fulton County, Ohio",7057,470,11,3552,222,39,51,1100.0
"Gallia County, Ohio",3294,196,171,3217,43,39,53,258.0
"Mahoning County, Ohio",24095,2284,195,24449,339,39,99,790.0
"Scioto County, Ohio",7971,633,101,8983,243,39,145,926.0
"Morrow County, Ohio",4785,567,15,3042,108,39,117,364.0
"Marion County, Arkansas",1271,108,16,1785,16,5,89,656.0
"Searcy County, Arkansas",651,135,0,879,0,5,129,55.0
"Benton County, Arkansas",42236,3538,220,25532,546,5,7,28.0
"Hot Spring County, Arkansas",2307,372,58,4717,90,5,59,3614.0
"Madison County, Arkansas",1456,327,47,2216,0,5,87,81.0
"Dolores County, Colorado",174,57,0,183,0,8,33,158.0
"Jackson County, Colorado",77,43,0,94,0,8,57,0.0
"Montezuma County, Colorado",1942,202,0,3038,124,8,83,14.0
"Boulder County, Colorado",44218,9257,513,16183,573,8,13,747.0
"Yuma County, Colorado",1037,307,2,1305,9,8,125,1438.0
"Routt County, Colorado",2856,1148,15,930,58,8,107,156.0
"Clear Creek County, Colorado",1074,215,20,269,15,8,19,191.0
"Pueblo County, Colorado",15216,1730,204,23007,1138,8,101,228.0
"Park County, Colorado",1652,295,14,877,86,8,93,1070.0
"Mesa County, Colorado",16046,2140,209,15720,293,8,77,164.0
"El Paso County, Colorado",78169,11078,1218,59112,39847,8,41,2529.0
"Arapahoe County, Colorado",94802,11862,844,48949,4927,8,5,7205.0
"New Castle County, Delaware",83397,7808,679,40882,1663,10,3,8350.0
"Kent County, Delaware",20460,2785,316,18299,3739,10,1,3593.0
"Litchfield County, Connecticut",23426,2231,77,10694,231,9,5,2563.0
"Palm Beach County, Florida",134602,34009,1439,114597,2195,12,99,883.0
"Miami-Dade County, Florida",192447,60196,4837,299833,3754,12,86,24527.0
"Franklin County, Florida",509,97,9,1302,10,12,37,42080.0
"Hamilton County, Florida",745,255,43,1736,0,12,47,181.0
"Sumter County, Florida",3400,1060,3,3979,326,12,119,158.0
"Holmes County, Florida",1708,522,44,1651,103,12,59,1275.0
"Lee County, Florida",56529,14600,1449,62473,1977,12,71,392.0
"Collier County, Florida",23504,9247,565,28845,462,12,21,12940.0
"Pasco County, Florida",51367,11074,416,45964,2737,12,101,7712.0
"Highlands County, Florida",5864,1146,51,11472,270,12,55,6025.0
"DeSoto County, Florida",1432,474,114,5045,20,12,27,872.0
"Columbia County, Florida",6792,909,57,7498,219,12,23,765.0
"Putnam County, Florida",4357,969,17,11038,206,12,107,1047.0
"Union County, Florida",1233,395,5,1197,112,12,125,875.0
"Levy County, Florida",2765,365,54,4659,239,12,75,199.0
"Volusia County, Florida",43278,11696,413,42102,1336,12,127,566.0
"Madison County, Florida",1266,366,0,1873,102,12,79,6479.0
"Escambia County, Florida",28049,5665,544,29954,7290,12,33,245.0
"Okaloosa County, Florida",14943,3636,144,13912,15826,12,91,3968.0
"Lumpkin County, Georgia",4348,582,0,1516,192,13,187,3481.0
"Miller County, Georgia",360,74,6,862,6,13,201,576.0
"Oconee County, Georgia",7771,1294,141,1555,176,13,219,115.0
"Henry County, Georgia",34585,5198,206,19570,1573,13,151,547.0
"Long County, Georgia",1447,178,22,2524,1890,13,183,4030.0
"Stephens County, Georgia",2418,289,8,3190,59,13,257,306.0
"Jeff Davis County, Georgia",1376,210,0,2653,47,13,161,474.0
"Calhoun County, Georgia",391,26,3,649,13,13,37,370.0
"Bibb County, Georgia",14264,2231,185,21966,1058,13,21,127.0
"Marion County, Georgia",779,64,65,1063,159,13,197,2220.0
"Bleckley County, Georgia",1808,164,154,867,31,13,23,35.0
"Franklin County, Georgia",1945,456,210,2448,95,13,119,155.0
"Lamar County, Georgia",1766,611,116,1604,563,13,171,556.0
"Emanuel County, Georgia",2268,139,63,3506,26,13,107,435.0
"Jasper County, Georgia",1303,207,12,1865,27,13,159,352.0
"Liberty County, Georgia",4506,670,91,6229,7950,13,179,162.0
"Seminole County, Georgia",651,82,6,1139,29,13,253,877.0
"Twiggs County, Georgia",951,61,64,788,26,13,289,104.0
"Taylor County, Georgia",465,208,29,1077,17,13,269,31.0
"Toombs County, Georgia",1999,378,145,4688,22,13,279,113.0
"Preble County, Ohio",5835,393,105,3083,152,39,135,594.0
"Allen County, Ohio",15256,1268,91,9551,143,39,3,733.0
"Crawford County, Ohio",5471,300,2,4107,78,39,33,1225.0
"Guernsey County, Ohio",4592,413,0,4259,64,39,59,312.0
"Mercer County, Ohio",8285,663,15,2438,139,39,107,357.0
"Clark County, Ohio",16225,1072,177,15997,599,39,23,143.0
"Lorain County, Ohio",45702,3762,701,23947,644,39,93,1426.0
"Montgomery County, Ohio",62820,5690,370,53580,4778,39,113,1998.0
"Warren County, Ohio",48974,3594,175,7751,1173,39,165,5669.0
"Ashtabula County, Ohio",10054,1291,46,10426,265,39,7,1506.0
"Kay County, Oklahoma",4827,600,94,5846,147,40,71,3037.0
"Craig County, Oklahoma",1385,148,44,1379,85,40,35,1027.0
"Canadian County, Oklahoma",24022,2666,989,10284,1294,40,17,468.0
"Latimer County, Oklahoma",811,89,14,1166,10,40,77,1945.0
"Texas County, Oklahoma",2922,297,324,2278,41,40,139,438.0
"Pushmataha County, Oklahoma",879,102,12,1618,11,40,127,664.0
"Johnston County, Oklahoma",709,222,7,1675,12,40,69,319.0
"Beaver County, Oklahoma",699,115,49,542,5,40,7,365.0
"Hughes County, Oklahoma",1324,96,0,1470,0,40,63,80.0
"Comanche County, Oklahoma",9635,1107,5698,6594,9465,40,31,385.0
"Adair County, Oklahoma",978,241,89,4147,16,40,1,1805.0
"Stephens County, Oklahoma",4967,486,166,5295,243,40,137,1142.0
"Carter County, Oklahoma",5696,620,71,6035,130,40,19,601.0
"Greer County, Oklahoma",333,68,8,690,34,40,55,1019.0
"McIntosh County, Oklahoma",1202,159,30,2568,27,40,91,144.0
"Murray County, Oklahoma",1526,175,163,1302,5,40,99,524.0
"Ottawa County, Oklahoma",2672,399,54,4638,117,40,115,321.0
"Wagoner County, Oklahoma",11083,1016,81,7852,401,40,145,855.0
"Caddo County, Oklahoma",2867,420,174,3852,117,40,15,1298.0
"Muskogee County, Oklahoma",6105,907,119,9440,190,40,101,798.0
"Bryan County, Oklahoma",4611,792,70,5713,209,40,13,2101.0
"Jackson County, Oregon",20068,3672,128,23959,828,41,29,1456.0
"Grant County, Oregon",672,91,0,702,0,41,23,1873.0
"Clackamas County, Oregon",63115,8942,268,22273,962,41,5,68.0
"Tillamook County, Oregon",2582,217,47,2505,74,41,57,2911.0
"Josephine County, Oregon",6060,929,40,10326,335,41,33,233.0
"Umatilla County, Oregon",10092,877,130,9729,224,41,59,915.0
"Columbia County, Oregon",6746,673,47,4717,129,41,9,897.0
"Wasco County, Oregon",2667,346,109,3340,30,41,65,320.0
"Montgomery County, Georgia",866,114,11,1026,25,13,209,348.0
"Rockdale County, Georgia",10550,1841,291,9515,486,13,247,154.0
"Wheeler County, Georgia",552,5,43,995,14,13,309,2502.0
"Banks County, Georgia",2143,260,0,1899,55,13,11,79.0
"Clarke County, Georgia",12550,1750,282,11781,289,13,59,464.0
"Glynn County, Georgia",7940,1008,103,9296,386,13,127,1988.0
"Jackson County, Georgia",9990,1357,143,6466,338,13,157,1403.0
"Jones County, Georgia",3652,262,82,2980,375,13,169,1255.0
"Muscogee County, Georgia",17675,3136,415,21699,10636,13,215,359.0
"Stewart County, Georgia",246,27,0,533,9,13,259,1934.0
"Turner County, Georgia",510,39,0,1222,148,13,287,22.0
"Atkinson County, Georgia",536,42,20,1884,21,13,3,133.0
"Baker County, Georgia",228,92,13,344,0,13,7,169.0
"Candler County, Georgia",992,103,18,1556,57,13,43,15.0
"Carroll County, Georgia",14700,1973,189,12609,523,13,45,235.0
"Crisp County, Georgia",1818,231,60,3630,5,13,81,1790.0
"Cobb County, Georgia",112579,15992,1498,49904,2523,13,67,323.0
"Dade County, Georgia",1749,183,61,1358,151,13,83,15550.0
"Brooks County, Georgia",1600,148,0,1796,74,13,27,271.0
"Elbert County, Georgia",1440,199,12,2664,18,13,105,225.0
"Jenkins County, Georgia",501,18,15,1410,68,13,165,422.0
"Newton County, Georgia",13970,1518,119,13561,1234,13,217,47.0
"Colquitt County, Georgia",3058,421,0,8065,251,13,71,1970.0
"Clayton County, Georgia",24995,4761,415,47570,1717,13,63,1111.0
"Hall County, Georgia",24376,3073,1464,20770,532,13,139,8359.0
"Maui County, Hawaii",22923,3877,139,12985,463,15,9,5340.0
"Oneida County, Idaho",793,70,0,415,41,16,71,1267.0
"Gem County, Idaho",1855,261,0,1861,55,16,45,64.0
"Adams County, Idaho",391,69,0,257,12,16,3,510.0
"Jerome County, Idaho",3097,479,20,3703,9,16,53,46.0
"Lewis County, Idaho",394,108,12,327,16,16,61,696.0
"Owyhee County, Idaho",1028,212,46,1642,62,16,73,119.0
"Boundary County, Idaho",1048,380,23,1206,12,16,21,334.0
"Caribou County, Idaho",1263,174,0,637,5,16,29,471.0
"Bannock County, Idaho",13356,2453,180,8912,366,16,5,75.0
"Bonneville County, Idaho",19637,4013,81,13413,564,16,19,804.0
"Canyon County, Idaho",27420,4426,284,34566,1034,16,27,1097.0
"Latah County, Idaho",5611,1072,16,1946,210,16,57,3295.0
"Sangamon County, Illinois",26952,2830,206,18333,778,17,167,315.0
"Randolph County, Illinois",3672,441,21,2843,32,17,157,777.0
"Ogle County, Illinois",8050,720,20,3822,99,17,141,244.0
"Morgan County, Illinois",3958,523,5,2950,69,17,137,299.0
"White County, Illinois",1756,78,36,1375,27,17,193,45.0
"Henderson County, Illinois",753,186,0,455,3,17,71,64.0
"McLean County, Illinois",27176,3511,894,9770,321,17,113,41.0
"Perry County, Illinois",2306,200,3,1894,77,17,145,1163.0
"Rock Island County, Illinois",18438,1493,238,14128,416,17,161,65.0
"Wabash County, Illinois",1573,244,3,1056,7,17,185,1130.0
"Cumberland County, Illinois",1376,205,45,1101,3,17,35,85.0
"Jo Daviess County, Illinois",2697,442,138,1147,34,17,85,70.0
"Lawrence County, Illinois",1404,196,0,1379,100,17,101,173.0
"Marshall County, Illinois",1461,245,9,890,21,17,123,110.0
"Christian County, Illinois",3928,341,9,2997,32,17,21,81.0
"Jackson County, Illinois",4622,1357,28,5485,545,17,77,173.0
"Peoria County, Illinois",26771,1965,111,17665,301,17,143,480.0
"Piatt County, Illinois",2698,359,12,884,13,17,147,1427.0
"Stark County, Illinois",646,89,10,495,0,17,175,102.0
"Bond County, Illinois",1690,271,0,1275,185,17,5,52.0
"Carroll County, Illinois",1741,301,2,942,16,17,15,188.0
"Jersey County, Illinois",3803,289,0,944,56,17,83,102.0
"Howard County, Maryland",60393,6501,268,15005,2868,24,27,79.0
"Prince George's County, Maryland",106765,11772,1485,90958,6084,24,33,2436.0
"Anne Arundel County, Maryland",87540,7939,269,29042,14594,24,3,11812.0
"Baltimore County, Maryland",117106,13699,3211,58141,1898,24,5,3852.0
"Frederick County, Maryland",43550,4019,1051,13876,1570,24,21,5669.0
"Calvert County, Maryland",15835,1131,130,4070,2124,24,9,1506.0
"Garrett County, Maryland",2983,340,13,2190,99,24,23,790.0
