NAME,white,black,amindia,asia,pacific,other,2m,state,county
"Camden County, New Jersey",322202,97617,1061,29048,209,40537,16064,34,007
"Union County, New Jersey",304231,117292,1672,28328,91,86716,15703,34,039
"Hudson County, New Jersey",366901,81275,2648,101912,598,91585,25127,34,017
"Hunterdon County, New Jersey",113022,3268,97,5145,47,1329,1915,34,019
"Morris County, New Jersey",402269,17023,734,50794,96,11363,11100,34,027
"Hidalgo County, New Mexico",4031,54,66,0,0,91,55,35,023
"McKinley County, New Mexico",10426,474,54977,829,30,3010,2692,35,031
"Sandoval County, New Mexico",102859,3327,18278,1976,276,10373,5615,35,043
"Grant County, New Mexico",25630,275,588,175,3,570,428,35,017
"Curry County, New Mexico",33022,2520,495,643,188,10142,2722,35,009
"Lee County, Texas",13945,1917,0,182,0,846,168,48,287
"Tarrant County, Texas",1374182,338378,10343,111274,3946,146177,65470,48,439
"Anderson County, Texas",42217,12124,317,321,9,1926,896,48,001
"Ellis County, Texas",141636,17580,1386,1120,85,5428,6537,48,139
"Jackson County, Texas",12912,1010,0,162,9,466,257,48,239
"Kerr County, Texas",45818,765,316,431,41,3185,1287,48,265
"Milam County, Texas",21121,2582,73,142,0,385,467,48,331
"Comanche County, Texas",12684,177,99,82,0,341,146,48,093
"Falls County, Texas",12433,4233,86,82,0,257,181,48,145
"Brooks County, Texas",6450,48,68,0,0,448,127,48,047
"Austin County, Texas",23146,2684,45,111,0,2952,826,48,015
"Kenedy County, Texas",567,0,0,0,0,1,0,48,261
"Colorado County, Texas",15520,2740,64,5,0,2488,407,48,089
"San Patricio County, Texas",61845,1171,211,676,44,1465,1596,48,409
"Randall County, Texas",118890,3678,712,2589,387,3229,4541,48,381
"San Saba County, Texas",5101,121,0,9,0,468,292,48,411
"Schleicher County, Texas",1853,16,0,0,11,1098,5,48,413
"Zavala County, Texas",11469,40,0,11,0,432,87,48,507
"Calhoun County, Texas",18645,597,19,1183,7,351,866,48,057
"Foard County, Texas",1048,29,6,0,0,68,124,48,155
"Goliad County, Texas",6119,445,0,55,0,910,36,48,175
"Hamilton County, Texas",7939,66,120,0,0,98,109,48,193
"Mitchell County, Texas",6824,840,181,37,0,452,189,48,335
"Titus County, Texas",22968,2926,289,357,12,5341,747,48,449
"Lavaca County, Texas",15747,1281,45,94,5,2266,583,48,285
"Terry County, Texas",11418,609,18,2,0,290,191,48,445
"Wise County, Texas",61993,948,301,338,132,1036,1542,48,497
"Matagorda County, Texas",25145,3813,141,710,120,6181,664,48,321
"Pecos County, Texas",13059,556,174,96,24,1675,231,48,371
"Rockwall County, Texas",82587,6148,402,2642,48,2305,3043,48,397
"Taylor County, Texas",104989,10946,1033,3002,44,13474,3382,48,441
"Throckmorton County, Texas",1404,14,0,0,0,4,14,48,447
"Walker County, Texas",52800,16780,315,920,14,462,1030,48,471
"Wood County, Texas",39622,2224,397,286,37,1153,647,48,499
"Aransas County, Texas",22115,354,53,489,0,471,980,48,007
"Cochran County, Texas",2565,144,2,0,0,105,71,48,079
"Coke County, Texas",2971,32,22,0,0,251,27,48,081
"Coryell County, Texas",54825,10234,567,1546,592,823,6693,48,099
"Hemphill County, Texas",3629,40,0,1,0,229,95,48,211
"Moore County, Texas",16420,803,110,1463,0,2066,537,48,341
"Potter County, Texas",93546,12048,761,6469,258,2983,3609,48,375
"San Augustine County, Texas",6111,1768,132,14,0,71,190,48,405
"Shackelford County, Texas",3158,7,11,8,0,31,81,48,417
"Starr County, Texas",61060,49,39,10,0,2674,246,48,427
"Upton County, Texas",1648,220,21,26,0,1741,3,48,461
"Brown County, Texas",34554,1426,203,270,0,519,883,48,049
"Hall County, Texas",2376,197,35,8,0,309,123,48,191
"Franklin County, Texas",9213,473,31,5,0,602,392,48,159
"Frio County, Texas",16342,718,27,170,0,2250,364,48,163
"Lampasas County, Texas",18212,961,132,240,98,434,785,48,281
"Orleans County, Vermont",25925,150,118,77,8,76,547,50,019
"Grand Isle County, Vermont",6628,58,42,36,0,6,252,50,013
"Chittenden County, Vermont",146712,4445,403,6519,97,845,3625,50,007
"Lamoille County, Vermont",24145,308,209,205,0,39,412,50,015
"Franklin County, Vermont",46504,261,440,271,0,245,1395,50,011
"Caledonia County, Vermont",28959,289,90,156,0,124,616,50,005
"Windham County, Vermont",40570,502,122,432,13,111,1073,50,025
"Bennington County, Vermont",34210,247,89,360,92,126,622,50,003
"Addison County, Vermont",34625,541,130,663,14,240,669,50,001
"Essex County, Vermont",5984,61,20,30,0,16,89,50,009
"Eddy County, New Mexico",52019,906,982,265,0,2720,840,35,015
"Mora County, New Mexico",2991,2,12,0,0,1501,30,35,033
"San Juan County, New Mexico",66160,1041,50133,984,76,4270,3851,35,045
"Benton County, Mississippi",5051,2813,0,0,15,104,249,28,009
"Franklin County, Mississippi",4903,2782,12,4,0,2,30,28,037
"Coahoma County, Mississippi",4860,18050,39,115,0,25,166,28,027
"Jasper County, Mississippi",7379,8964,1,0,0,72,89,28,061
"Jones County, Mississippi",46881,20077,154,225,47,277,691,28,067
"Walthall County, Mississippi",7665,6706,0,15,0,63,28,28,147
"Monroe County, Mississippi",24288,11132,8,31,0,19,195,28,095
"Pontotoc County, Mississippi",24564,5068,15,25,0,1539,407,28,115
"Holmes County, Mississippi",2749,14903,0,12,0,54,19,28,051
"Amite County, Mississippi",7119,5202,3,23,0,30,35,28,005
"Madison County, Mississippi",59828,39731,185,2699,9,1253,857,28,089
"Calhoun County, Mississippi",9459,3968,0,34,0,766,272,28,013
"Marion County, Mississippi",16308,8140,0,131,21,332,58,28,091
"Tishomingo County, Mississippi",18680,516,35,5,0,18,187,28,141
"Wayne County, Mississippi",11695,8359,17,26,0,115,161,28,153
"Greene County, Mississippi",10021,3538,30,0,0,3,53,28,041
"Marshall County, Mississippi",17616,17017,26,0,0,637,303,28,093
"Quitman County, Mississippi",1939,5176,0,16,0,13,43,28,119
"Pearl River County, Mississippi",46246,7055,315,137,0,323,1143,28,109
"Leake County, Mississippi",11677,9555,1293,117,0,47,103,28,079
"Neshoba County, Mississippi",17593,6145,4895,159,8,55,477,28,099
"Rankin County, Mississippi",115371,31723,253,1765,48,1586,1931,28,121
"Washington County, Mississippi",11807,33235,45,260,0,432,278,28,151
"Lawrence County, Mississippi",8215,4109,19,28,0,119,143,28,077
"Perry County, Mississippi",9488,2379,0,18,0,0,121,28,111
"Chickasaw County, Mississippi",8651,7616,11,33,0,624,258,28,017
"Carroll County, Mississippi",6499,3499,5,0,0,0,67,28,015
"George County, Mississippi",21255,1920,125,107,0,207,303,28,039
"Grenada County, Mississippi",11577,9161,148,46,0,16,140,28,043
"Jefferson County, Mississippi",959,6198,11,43,0,8,6,28,063
"Newton County, Mississippi",13115,6515,1135,111,0,220,264,28,101
"Prentiss County, Mississippi",21115,2533,17,554,0,107,929,28,117
"Sharkey County, Mississippi",1104,3284,5,0,0,11,0,28,125
"Choctaw County, Mississippi",5611,2566,34,2,8,13,43,28,019
"Hancock County, Mississippi",41108,3765,264,281,0,269,1274,28,045
"Itawamba County, Mississippi",21363,1709,84,6,6,106,188,28,057
"Issaquena County, Mississippi",514,839,0,0,0,8,0,28,055
"Jackson County, Mississippi",100751,30305,609,3434,82,3842,3353,28,059
"Leflore County, Mississippi",7009,21683,0,176,0,264,90,28,083
"Tunica County, Mississippi",1911,7838,0,140,0,25,74,28,143
"Claiborne County, Mississippi",1028,7928,6,103,0,5,19,28,021
"Harrison County, Mississippi",138940,50994,1127,5813,64,1535,6029,28,047
"Lauderdale County, Mississippi",41343,33333,153,505,35,352,558,28,075
"Lincoln County, Mississippi",23159,10957,5,165,0,0,34,28,085
"Simpson County, Mississippi",16625,9851,4,149,0,0,259,28,127
"Winston County, Mississippi",9197,8553,242,6,0,57,174,28,159
"Attala County, Mississippi",9916,7792,25,44,0,318,342,28,007
"Lamar County, Mississippi",47370,12446,48,799,0,207,1099,28,073
"Lee County, Mississippi",56904,25089,225,833,7,1094,920,28,081
"Tallahatchie County, Mississippi",5013,7599,24,198,11,1250,63,28,135
"Smith County, Mississippi",12129,3675,0,85,37,17,66,28,129
"Warren County, Mississippi",22470,22978,121,332,8,172,438,28,149
"Clarke County, Mississippi",10028,5592,8,0,0,50,92,28,023
"Montgomery County, Mississippi",5324,4446,0,29,0,55,214,28,097
"Oktibbeha County, Mississippi",28406,18312,55,1635,29,261,814,28,105
"Washington County, Vermont",55952,517,149,492,35,67,1138,50,023
"Millard County, Utah",11562,30,145,148,16,756,197,49,027
"Tooele County, Utah",60542,326,404,528,420,2913,2264,49,045
"Washington County, Utah",150104,1156,2694,1306,1332,5761,3458,49,053
"Kane County, Utah",6976,15,119,48,8,126,192,49,025
"Summit County, Utah",38221,326,94,724,13,819,906,49,043
"Grand County, Utah",8935,31,338,155,54,0,127,49,019
"Piute County, Utah",1823,3,3,0,0,29,8,49,031
"Rich County, Utah",2245,0,0,0,0,144,0,49,033
"Wasatch County, Utah",29947,87,93,432,5,454,690,49,051
"Beaver County, Utah",6103,0,63,19,0,163,169,49,001
"Box Elder County, Utah",50233,353,634,422,59,1414,831,49,003
"Iron County, Utah",47016,269,1036,445,68,1078,1301,49,021
"Sanpete County, Utah",26406,217,324,306,161,2007,429,49,039
"Sevier County, Utah",20160,137,403,10,13,420,137,49,041
"Weber County, Utah",224216,2745,1725,2904,659,10407,8842,49,057
"San Juan County, Utah",7422,33,7281,77,43,47,399,49,037
"Salt Lake County, Utah",896437,21602,9127,46123,16294,105495,38568,49,035
"Daggett County, Utah",599,1,2,0,0,11,0,49,009
"Wayne County, Utah",2576,6,6,8,42,19,32,49,055
"Carbon County, Utah",19348,91,97,10,16,482,264,49,007
"Morgan County, Utah",11250,90,11,67,38,80,128,49,029
"Cache County, Utah",112735,957,583,2550,435,3841,3064,49,005
"Juab County, Utah",10597,26,138,15,10,257,258,49,023
"James City County, Virginia",60263,9846,106,1855,6,390,2450,51,095
"Russell County, Virginia",26522,274,66,0,0,1,278,51,167
"Smyth County, Virginia",29419,668,120,212,46,74,228,51,173
"Charlottesville city, Virginia",33247,8844,115,3327,31,186,1346,51,540
"Campbell County, Virginia",44982,7735,106,506,15,323,1558,51,031
"Henrico County, Virginia",184326,97414,676,27171,131,6357,11460,51,087
"King George County, Virginia",20501,4288,50,351,0,106,933,51,099
"Lancaster County, Virginia",7299,3305,0,90,0,5,25,51,103
"Lee County, Virginia",22408,978,64,63,0,153,282,51,105
"Mathews County, Virginia",7720,777,34,53,3,0,201,51,115
"Middlesex County, Virginia",8358,1485,49,9,31,326,417,51,119
"Prince George County, Virginia",22455,12456,231,565,158,612,1637,51,149
"Richmond County, Virginia",5717,2370,20,30,0,268,479,51,159
"Scott County, Virginia",21446,127,87,68,0,19,155,51,169
"Spotsylvania County, Virginia",95728,21451,583,3179,151,5803,5938,51,177
"Appomattox County, Virginia",12263,3105,5,12,0,31,291,51,011
"Franklin County, Virginia",50056,4224,166,298,0,344,1099,51,067
"King and Queen County, Virginia",4755,1867,3,0,0,56,361,51,097
"Montgomery County, Virginia",83960,4449,420,6494,45,1113,1659,51,121
"New Kent County, Virginia",17653,2603,176,243,0,156,855,51,127
"Cumberland County, Virginia",6235,2960,13,122,0,65,429,51,049
"Dickenson County, Virginia",14476,84,8,18,0,13,157,51,051
"Halifax County, Virginia",21150,11959,90,276,0,104,973,51,083
"Loudoun County, Virginia",256660,29906,1123,73381,417,13282,20365,51,107
"Prince William County, Virginia",261230,96927,1998,38570,478,36461,25759,51,153
"Southampton County, Virginia",11151,5744,103,44,0,76,762,51,175
"Highland County, Virginia",2189,0,3,0,0,0,12,51,091
"Caroline County, Virginia",19820,8211,78,273,0,832,1167,51,033
"Gloucester County, Virginia",32729,3341,11,282,0,27,832,51,073
"Patrick County, Virginia",16354,1051,41,72,0,135,95,51,141
"Powhatan County, Virginia",25113,2895,42,73,46,124,522,51,145
"Shenandoah County, Virginia",40391,815,57,420,0,413,1128,51,171
"Fauquier County, Virginia",60352,5170,261,1169,29,504,2243,51,061
"Staunton city, Virginia",20376,2754,83,337,32,73,777,51,790
"Fluvanna County, Virginia",21348,3787,41,318,30,212,858,51,065
"Webster County, Mississippi",7697,1995,23,34,0,10,9,28,155
"Alcorn County, Mississippi",31319,4492,72,110,0,439,658,28,003
"Clay County, Mississippi",7622,11784,92,57,0,0,85,28,025
"Covington County, Mississippi",11886,6946,36,0,0,2,108,28,031
"Humphreys County, Mississippi",1743,6375,24,7,4,236,0,28,053
"Dauphin County, Pennsylvania",193282,53826,719,12073,78,7074,8580,42,043
"Franklin County, Pennsylvania",142470,5774,388,1296,22,977,3220,42,055
"Union County, Pennsylvania",39190,2898,241,754,4,1022,1002,42,119
"Wayne County, Pennsylvania",48194,1639,121,304,9,179,976,42,127
"Bedford County, Pennsylvania",47175,310,72,191,0,105,484,42,009
"Monroe County, Pennsylvania",128246,24704,573,4096,51,5088,5274,42,089
"Huntingdon County, Pennsylvania",41519,2548,75,269,7,200,751,42,061
"Washington County, Pennsylvania",193929,6498,142,1971,81,421,4170,42,125
"Philadelphia County, Pennsylvania",642060,665333,5754,114315,784,102480,48349,42,101
"York County, Pennsylvania",393960,26395,938,6831,238,6188,11015,42,133
"Indiana County, Pennsylvania",80516,1955,56,840,16,259,1390,42,063
"Cumberland County, Pennsylvania",218742,9884,347,10631,52,2962,6710,42,041
"Allegheny County, Pennsylvania",976172,157060,1368,45389,362,6088,35305,42,003
"Westmoreland County, Pennsylvania",333734,8330,209,3257,37,882,6141,42,129
"Forest County, Pennsylvania",5095,1893,9,8,0,115,193,42,053
"Blair County, Pennsylvania",117570,2053,158,756,60,426,2134,42,013
"Lawrence County, Pennsylvania",80717,3153,77,403,0,276,2101,42,073
"Bradford County, Pennsylvania",58934,337,30,437,100,317,808,42,015
"Cambria County, Pennsylvania",124399,4618,66,579,38,488,2821,42,021
"Chester County, Pennsylvania",440431,30438,594,28448,126,7577,11946,42,029
"Berks County, Pennsylvania",344474,22697,2474,5850,63,23405,19062,42,011
"Mifflin County, Pennsylvania",44839,248,92,153,29,232,683,42,087
"Mercer County, Missouri",3548,20,0,17,0,23,36,29,129
"Wright County, Missouri",17593,97,62,45,28,94,284,29,229
"Clay County, Missouri",206471,14884,1127,5332,561,4402,9739,29,047
"Dent County, Missouri",14805,84,116,39,0,44,457,29,065
"Saline County, Missouri",19851,1150,57,187,244,812,675,29,195
"Worth County, Missouri",1982,11,1,3,0,0,30,29,227
"Grundy County, Missouri",9591,28,59,64,5,28,217,29,079
"Morgan County, Missouri",19448,178,76,182,0,16,371,29,141
"Reynolds County, Missouri",5939,128,25,19,13,4,162,29,179
"St. Louis County, Missouri",677308,240884,1621,42911,367,9348,24480,29,189
"Stone County, Missouri",30437,64,224,74,30,264,522,29,209
"Barry County, Missouri",32723,80,260,497,0,813,1157,29,009
"Boone County, Missouri",144228,15952,600,7880,162,1681,7148,29,019
"Cole County, Missouri",64416,8985,301,1194,11,184,1632,29,051
"Crawford County, Missouri",23350,90,9,51,0,139,515,29,055
"Iron County, Missouri",9713,113,67,27,6,0,238,29,093
"Livingston County, Missouri",14146,388,85,94,16,73,324,29,117
"Moniteau County, Missouri",15403,438,62,9,0,31,103,29,135
"Pemiscot County, Missouri",11587,4587,0,0,2,189,298,29,155
"Pettis County, Missouri",38705,1483,52,279,12,907,917,29,159
"Shannon County, Missouri",7862,14,14,0,0,0,327,29,203
"Randolph County, Missouri",22388,1463,178,158,6,108,577,29,175
"Dunklin County, Missouri",25396,3068,61,177,15,694,616,29,069
"Franklin County, Missouri",99053,745,202,511,13,606,2061,29,071
"Howard County, Missouri",9214,598,86,36,0,37,87,29,089
"Jackson County, Missouri",466132,162382,2458,12821,2250,27412,22761,29,095
"Miller County, Missouri",24372,63,314,121,0,17,314,29,131
"Putnam County, Missouri",4611,5,10,6,0,0,149,29,171
"Taney County, Missouri",50517,839,552,546,12,1436,1212,29,213
"Buchanan County, Missouri",77199,4588,421,962,411,1430,3449,29,021
"Caldwell County, Missouri",8653,52,63,37,0,13,221,29,025
"Radford city, Virginia",15001,1743,4,275,8,91,569,51,750
"Winchester city, Virginia",22878,2808,61,624,13,330,1183,51,840
"Accomack County, Virginia",22282,9331,175,265,0,279,341,51,001
"Craig County, Virginia",5040,6,0,0,0,1,63,51,045
"Floyd County, Virginia",14967,240,93,28,0,118,258,51,063
"Giles County, Virginia",16206,361,0,22,28,1,154,51,071
"Grayson County, Virginia",14554,893,27,55,0,74,139,51,077
"Nottoway County, Virginia",8815,6276,13,46,29,158,96,51,135
"Rappahannock County, Virginia",6661,335,88,38,0,84,172,51,157
"Charles City County, Virginia",3066,3187,464,67,0,19,211,51,036
"Culpeper County, Virginia",38697,7404,206,855,60,2161,1718,51,047
"Dinwiddie County, Virginia",18401,9064,3,252,20,300,445,51,053
"Greene County, Virginia",16926,1052,40,332,0,397,772,51,079
"Hanover County, Virginia",90541,9874,296,1637,116,761,2312,51,085
"Lunenburg County, Virginia",7764,3830,0,340,0,16,332,51,111
"Orange County, Virginia",29344,4622,115,341,0,373,1215,51,137
"Emporia city, Virginia",1525,3440,4,14,0,4,455,51,595
"Wythe County, Virginia",27375,837,63,129,0,40,400,51,197
"Chesapeake city, Virginia",146540,72084,419,7571,150,3646,9572,51,550
"Harrisonburg city, Virginia",42838,3946,76,2073,0,786,3554,51,660
"Albemarle County, Virginia",87831,10245,271,5590,41,822,2605,51,003
"Bedford County, Virginia",70090,5384,42,943,10,283,1624,51,019
"Buckingham County, Virginia",10506,5885,118,28,0,266,256,51,029
"Wise County, Virginia",35448,2112,43,156,19,61,647,51,195
"Covington city, Virginia",4596,732,0,65,11,0,194,51,580
"Portsmouth city, Virginia",37831,50274,381,1328,293,1554,3436,51,740
"Virginia Beach city, Virginia",298347,85609,1334,30130,383,9285,25113,51,810
"Alleghany County, Virginia",14012,881,0,16,0,76,172,51,005
"Galax city, Virginia",5842,491,0,42,16,109,17,51,640
"Westmoreland County, Virginia",12054,4598,91,129,1,439,439,51,193
"Northumberland County, Virginia",8605,3331,19,16,0,0,219,51,133
"Pulaski County, Virginia",31474,1485,5,255,42,165,756,51,155
"Warren County, Virginia",35138,1702,71,444,0,756,1381,51,187
"Danville city, Virginia",18687,20283,34,483,33,227,1323,51,590
"Fredericksburg city, Virginia",17839,6322,62,764,41,1552,2042,51,630
"Amherst County, Virginia",24381,5709,212,162,19,286,1006,51,009
"Bath County, Virginia",3933,130,6,15,0,39,184,51,017
"Hopewell city, Virginia",11435,9778,32,307,0,371,533,51,670
"Newport News city, Virginia",86132,73785,460,5773,362,3880,9281,51,700
"Frederick County, Virginia",78403,3405,230,1174,85,689,2429,51,069
"Lynchburg city, Virginia",52348,23069,206,1973,8,920,2045,51,680
"York County, Virginia",50604,9034,180,3833,227,969,3135,51,199
"Martinsville city, Virginia",6175,5834,46,131,15,137,514,51,690
"Nelson County, Virginia",12539,1921,0,33,0,171,167,51,125
