NAME,Employee,Direct,Medicare,Medicaid,VA,state,county,noins
"Reno County, Kansas",22085,4027,1479,2839,675,20,155,341.0
"Doniphan County, Kansas",2918,615,264,304,43,20,43,4723.0
"Haskell County, Kansas",1143,427,42,46,29,20,81,566.0
"Scott County, Kansas",1664,699,100,103,32,20,171,571.0
"Brown County, Kansas",3106,844,350,664,106,20,13,220.0
"Phillips County, Kansas",2039,443,105,146,47,20,147,581.0
"Decatur County, Kansas",789,408,74,128,10,20,39,278.0
"Garrard County, Kentucky",5697,1043,655,2268,216,21,79,213.0
"Campbell County, Kentucky",39183,6769,3118,7147,1053,21,37,1090.0
"Elliott County, Kentucky",1453,164,384,1258,2,21,63,3039.0
"Larue County, Kentucky",4568,528,876,2291,379,21,123,300.0
"Mercer County, Kentucky",7576,1506,778,2486,243,21,167,543.0
"Russell County, Kentucky",4660,956,1076,3354,97,21,207,1110.0
"Washington County, Kentucky",4497,538,525,1201,65,21,229,995.0
"Barren County, Kentucky",13388,2516,2061,7043,137,21,9,610.0
"Hancock County, Kentucky",3345,372,293,1015,93,21,91,2283.0
"Hardin County, Kentucky",34395,4186,3709,12448,10824,21,93,178.0
"McLean County, Kentucky",3122,355,435,1095,92,21,149,4088.0
"Powell County, Kentucky",3783,781,512,2152,59,21,197,505.0
"Caldwell County, Kentucky",4076,538,415,1556,13,21,33,493.0
"Boyd County, Kentucky",14442,2265,2673,7379,444,21,19,793.0
"Fayette County, Kentucky",135112,23337,6591,30652,2456,21,67,2446.0
"Johnson County, Kentucky",5489,1144,1675,5018,121,21,115,18097.0
"Morgan County, Kentucky",3345,490,755,2414,170,21,175,853.0
"Pulaski County, Kentucky",18752,4348,3236,11084,797,21,199,534.0
"Adair County, Kentucky",5891,1524,947,3394,71,21,1,3230.0
"Breathitt County, Kentucky",2991,538,1095,3851,26,21,25,835.0
"Hart County, Kentucky",5341,909,897,3537,345,21,99,517.0
"Trimble County, Kentucky",3040,403,360,1149,143,21,223,797.0
"Hickman County, Kentucky",1123,349,274,663,25,21,105,399.0
"Lyon County, Kentucky",2252,291,331,702,91,21,143,203.0
"Lewis County, Kentucky",3570,518,798,3020,159,21,135,323.0
"Woodford County, Kentucky",9682,1980,520,2752,266,21,239,653.0
"Leslie County, Kentucky",2072,454,880,2763,25,21,131,1041.0
"Lawrence County, Kentucky",4220,565,957,3251,64,21,127,403.0
"McCracken County, Kentucky",21155,3609,2589,8920,771,21,145,1070.0
"Brule County, South Dakota",1789,682,171,272,42,46,15,3258.0
"Gregory County, South Dakota",1178,368,88,198,38,46,53,278.0
"Minnehaha County, South Dakota",81781,13894,3520,7619,2863,46,99,368.0
"Clark County, South Dakota",868,671,61,134,71,46,25,12088.0
"Kingsbury County, South Dakota",1926,481,114,103,44,46,77,221.0
"Clay County, South Dakota",6540,1433,199,596,343,46,27,167.0
"Dewey County, South Dakota",1005,214,80,486,12,46,41,789.0
"Hughes County, South Dakota",6872,1393,267,689,266,46,65,1250.0
"Sanborn County, South Dakota",887,275,26,59,29,46,111,970.0
"Hand County, South Dakota",937,679,47,37,21,46,59,141.0
"Yankton County, South Dakota",8327,1767,699,1366,511,46,135,118.0
"Beadle County, South Dakota",6307,1735,569,981,172,46,5,1276.0
"Davison County, South Dakota",7952,2033,329,618,351,46,35,929.0
"Jerauld County, South Dakota",501,267,59,88,33,46,73,1032.0
"Stanley County, South Dakota",1182,307,30,61,30,46,117,123.0
"Potter County, South Dakota",647,346,58,65,18,46,107,106.0
"Charles Mix County, South Dakota",1842,1181,187,455,150,46,23,104.0
"Marshall County, South Dakota",1681,536,22,60,30,46,91,1284.0
"Perkins County, South Dakota",807,453,69,108,38,46,105,323.0
"Whitley County, Kentucky",10421,1497,1796,7084,280,21,235,200.0
"Floyd County, Kentucky",8795,1579,3368,8794,62,21,71,1590.0
"Kenton County, Kentucky",70605,8108,4678,14553,1158,21,117,1612.0
"Magoffin County, Kentucky",3033,616,1017,3022,31,21,153,7785.0
"Rowan County, Kentucky",8219,1170,1171,4890,243,21,205,544.0
"Taylor County, Kentucky",8162,1816,1307,3581,492,21,217,1180.0
"Carlisle County, Kentucky",1437,185,271,746,25,21,39,890.0
"Estill County, Kentucky",3593,863,755,3088,115,21,65,229.0
"Rapides Parish, Louisiana",39434,8315,4832,15401,2151,22,79,809.0
"Tangipahoa Parish, Louisiana",43087,7669,5439,16422,1091,22,105,11220.0
"West Carroll Parish, Louisiana",2671,916,437,1500,197,22,123,11765.0
"Caldwell Parish, Louisiana",2501,347,373,1484,43,22,21,1173.0
"East Carroll Parish, Louisiana",829,323,254,773,21,22,35,1018.0
"Evangeline Parish, Louisiana",8212,1848,1880,4864,211,22,39,347.0
"St. Bernard Parish, Louisiana",13667,2186,1816,7731,233,22,87,3425.0
"West Baton Rouge Parish, Louisiana",10432,1227,605,1984,131,22,121,4505.0
"Red River Parish, Louisiana",2067,550,255,1004,68,22,81,1683.0
"Natchitoches Parish, Louisiana",8636,4570,870,5387,170,22,69,919.0
"Catahoula Parish, Louisiana",2851,620,178,932,64,22,25,3837.0
"Franklin Parish, Louisiana",4181,1997,757,3192,155,22,41,627.0
"Assumption Parish, Louisiana",7919,1032,841,2922,77,22,7,1735.0
"Vermilion Parish, Louisiana",19409,3360,2026,7203,363,22,113,1753.0
"Concordia Parish, Louisiana",4603,1311,679,2133,96,22,29,5069.0
"Oxford County, Maine",17867,4841,2908,7380,823,23,17,1733.0
"Penobscot County, Maine",54586,10712,6898,17067,2662,23,19,4547.0
"Androscoggin County, Maine",42116,4934,3882,9812,1186,23,1,11474.0
"Cumberland County, Maine",128132,22890,6298,16703,2356,23,5,7270.0
"York County, Maine",82934,14454,5671,13795,3328,23,31,14687.0
"Somerset County, Maine",15357,3321,2736,6461,510,23,25,11665.0
"Worcester County, Maryland",15982,5103,1047,5000,441,24,47,4286.0
"Talbot County, Maryland",11818,3395,686,3011,263,24,41,2264.0
"Barnstable County, Massachusetts",70225,16297,3963,25441,2279,25,1,1297.0
"Berkshire County, Massachusetts",46884,8213,4571,18499,780,25,3,6117.0
"Plymouth County, Massachusetts",218907,28312,9478,56640,2862,25,23,3331.0
"Norfolk County, Massachusetts",325144,48421,10030,56169,2429,25,21,9800.0
"Nantucket County, Massachusetts",3673,2207,247,936,66,25,19,11106.0
"Allegan County, Michigan",48469,7097,2568,8567,373,26,5,423.0
"Alger County, Michigan",2184,633,347,1067,85,26,3,4589.0
"Oceana County, Michigan",8087,1403,886,3281,204,26,127,525.0
"Clare County, Michigan",7745,1636,1962,5247,352,26,35,1980.0
"Isabella County, Michigan",29259,6252,1945,8130,470,26,73,2473.0
"Tuscola County, Michigan",19052,3311,2354,6836,231,26,157,4351.0
"Alpena County, Michigan",9058,1853,1416,4048,419,26,7,2453.0
"Midland County, Michigan",33723,4755,2409,8485,590,26,111,1334.0
"Oscoda County, Michigan",1952,546,491,1005,89,26,135,3026.0
"Clinton County, Michigan",35272,4481,1838,5530,342,26,37,740.0
"Gratiot County, Michigan",14412,1971,1154,4053,187,26,57,2764.0
"Lenawee County, Michigan",38184,5221,2792,9267,593,26,91,1397.0
"Montcalm County, Michigan",21375,3369,2314,7536,438,26,117,4741.0
"St. Clair County, Michigan",61578,9702,5703,18249,1098,26,147,3591.0
"Washtenaw County, Michigan",173721,31763,6977,24516,2057,26,161,6862.0
"Cass County, Michigan",18877,3430,1671,5340,290,26,27,11049.0
"Roscommon County, Michigan",6064,1202,1502,3536,139,26,143,2686.0
"Branch County, Michigan",14603,2240,1187,4266,186,26,23,1507.0
"Jackson County, Michigan",56048,7768,5416,18306,1010,26,75,2782.0
"Macomb County, Michigan",357898,55196,23402,86336,5371,26,99,7565.0
"Baraga County, Michigan",2309,475,303,1094,51,26,13,39465.0
"Eaton County, Michigan",47812,5736,3508,9431,819,26,45,348.0
"Upson County, Georgia",8551,1467,1215,2327,167,13,293,4317.0
"Washington County, Georgia",5612,1235,836,1907,127,13,303,2559.0
"White County, Georgia",9850,2222,1055,1433,404,13,311,1892.0
"Peach County, Georgia",8934,1541,774,2500,923,13,225,2872.0
"Paulding County, Georgia",64971,11163,3649,6792,2548,13,223,3151.0
"Pierce County, Georgia",5298,798,787,1868,137,13,229,15423.0
"Pike County, Georgia",7198,777,496,765,116,13,231,2602.0
"Richmond County, Georgia",59355,12674,6824,17687,10257,13,245,2005.0
"Screven County, Georgia",4188,890,546,1349,167,13,251,21927.0
"Tattnall County, Georgia",5945,710,504,1117,614,13,267,1524.0
"Berrien County, Georgia",4777,437,778,1388,429,13,19,2360.0
"Montgomery County, Illinois",9204,1786,722,2864,158,17,135,3664.0
"Whiteside County, Illinois",20210,3723,1353,5166,266,17,195,888.0
"Adams County, Illinois",24671,4617,1377,6514,576,17,1,2249.0
"Clinton County, Illinois",15461,2338,788,2370,758,17,27,2416.0
"DeKalb County, Illinois",44952,8849,1583,8662,422,17,37,1103.0
"Edwards County, Illinois",2328,502,186,544,35,17,47,5097.0
"Jasper County, Illinois",3366,773,303,902,18,17,79,353.0
"Jefferson County, Illinois",12109,1694,1300,4670,369,17,81,545.0
"Vermilion County, Illinois",24033,3753,2330,10252,531,17,183,1674.0
"Will County, Illinois",310352,39049,8942,41751,2769,17,197,3630.0
"Williamson County, Illinois",23944,2899,2158,7417,661,17,199,29840.0
"Clark County, Illinois",5593,1178,463,1667,172,17,23,3109.0
"Douglas County, Illinois",6412,1354,470,1429,153,17,41,597.0
"Effingham County, Illinois",12755,3056,909,3114,168,17,49,1748.0
"Fulton County, Illinois",11887,1592,790,3629,235,17,57,1330.0
"Greene County, Illinois",4227,781,359,1888,68,17,61,1763.0
"Hamilton County, Illinois",2998,565,306,765,51,17,65,663.0
"Hardin County, Illinois",1161,167,174,571,14,17,69,335.0
"Henry County, Illinois",18693,3269,906,4188,287,17,73,312.0
"Johnson County, Illinois",3562,490,312,887,67,17,87,1934.0
"Knox County, Illinois",16606,3069,1144,6126,246,17,95,342.0
"Livingston County, Illinois",12725,2379,985,3434,240,17,105,2152.0
"Scott County, Illinois",1972,222,126,565,13,17,171,1248.0
"Tazewell County, Illinois",54411,6915,2621,11434,897,17,179,133.0
"Warren County, Illinois",6442,954,312,1845,89,17,187,4259.0
"Harrison County, Indiana",15870,1929,1773,3117,315,18,61,631.0
"LaPorte County, Indiana",37540,6063,2873,8926,414,18,91,2140.0
"Wabash County, Indiana",11764,2044,922,2058,82,18,169,6738.0
"Jasper County, Indiana",13199,2423,1062,2511,158,18,73,2029.0
"Martin County, Indiana",4017,552,230,766,127,18,101,1671.0
"Porter County, Indiana",73618,10212,3535,10682,864,18,127,503.0
"Ripley County, Indiana",10998,1729,892,1776,223,18,137,8670.0
"Spencer County, Indiana",8442,1050,589,1440,191,18,147,1714.0
"Tipton County, Indiana",6188,789,501,663,211,18,159,774.0
"Vigo County, Indiana",38975,7299,3714,11041,1072,18,167,937.0
"Warrick County, Indiana",26976,3744,1241,2924,860,18,173,6752.0
"DeKalb County, Indiana",17857,2351,916,2822,204,18,33,2454.0
"LaGrange County, Indiana",9522,1394,789,1692,77,18,87,2287.0
"Rush County, Indiana",6057,1137,555,1212,124,18,139,8051.0
"Boone County, Indiana",30214,4220,865,2759,562,18,11,1214.0
"Gogebic County, Michigan",4049,935,608,1828,183,26,53,2199.0
"Meeker County, Minnesota",8563,1501,479,2059,85,27,93,933.0
"Rice County, Minnesota",26450,4571,1080,5316,256,27,131,749.0
"Red Lake County, Minnesota",1531,241,72,331,11,27,125,2502.0
"Clay County, Minnesota",27745,4519,1080,4924,600,27,27,114.0
"Fillmore County, Minnesota",7507,1401,305,1585,120,27,45,1888.0
"Polk County, Minnesota",11979,2526,699,2955,280,27,119,1187.0
"Sibley County, Minnesota",5789,1011,188,1229,71,27,143,739.0
"Watonwan County, Minnesota",3371,695,254,1008,58,27,165,586.0
"Big Stone County, Minnesota",1623,440,111,423,21,27,11,905.0
"Cass County, Minnesota",7615,2319,724,3812,288,27,21,214.0
"Hubbard County, Minnesota",6200,1538,434,2601,231,27,57,1596.0
"Martin County, Minnesota",6751,1389,500,1868,113,27,91,977.0
"Nobles County, Minnesota",7099,1596,359,2131,86,27,105,898.0
"Sherburne County, Minnesota",43270,6151,1246,5709,803,27,141,1480.0
"Carver County, Minnesota",50110,6047,921,4494,254,27,19,2125.0
"McLeod County, Minnesota",13976,2230,580,3233,209,27,85,1973.0
"Ramsey County, Minnesota",213406,34051,11160,67644,1883,27,123,1369.0
"Winona County, Minnesota",22397,3638,1118,3739,367,27,169,23263.0
"Dodge County, Minnesota",9163,1233,258,1331,112,27,39,2236.0
"Crow Wing County, Minnesota",21437,4353,1761,7087,626,27,35,686.0
"Wright County, Minnesota",60748,8839,1675,7659,836,27,171,2517.0
"Lincoln County, Minnesota",1802,469,90,497,38,27,81,3405.0
"Mille Lacs County, Minnesota",8826,1531,738,3261,159,27,95,208.0
"Carlton County, Minnesota",13997,1501,891,3813,316,27,17,1174.0
"Kanabec County, Minnesota",5668,1022,471,1966,112,27,65,1214.0
"St. Clair County, Alabama",33609,5781,3288,4587,971,1,115,651.0
"Cullman County, Alabama",28853,5858,3668,4405,886,1,43,6935.0
"Houston County, Alabama",34234,6978,4503,7860,2089,1,69,8534.0
"Tuscaloosa County, Alabama",87648,16589,8115,13012,2018,1,125,10256.0
"Coffee County, Alabama",16163,2685,1780,2947,5324,1,31,13695.0
"Chilton County, Alabama",14700,2969,1931,3236,224,1,21,4396.0
"Coosa County, Alabama",3775,820,723,827,187,1,37,5108.0
"Etowah County, Alabama",35216,7215,4967,8090,1108,1,55,703.0
"Lamar County, Alabama",4815,688,524,1023,134,1,75,9776.0
"Butler County, Alabama",6573,1630,897,1959,320,1,13,1017.0
"Walker County, Alabama",21731,4354,3437,4918,445,1,127,1585.0
"Greene County, Alabama",2023,763,477,835,77,1,63,6307.0
"Bullock County, Alabama",3465,472,429,935,43,1,11,1014.0
"Chambers County, Alabama",12142,2152,1828,2345,321,1,17,1097.0
"Haines Borough, Alaska",515,306,23,246,3,2,100,3015.0
"Juneau City and Borough, Alaska",14507,1571,534,2230,976,2,110,213.0
"Yukon-Koyukuk Census Area, Alaska",978,97,34,787,38,2,290,2691.0
"Denali Borough, Alaska",859,442,7,73,37,2,68,1196.0
"Hoonah-Angoon Census Area, Alaska",535,150,48,219,35,2,105,357.0
"Wrangell City and Borough, Alaska",631,169,51,261,25,2,275,460.0
"Pima County, Arizona",322814,57984,22093,116149,23963,4,19,365.0
"Gila County, Arizona",12354,2727,1684,7733,416,4,7,74868.0
"Cochise County, Arizona",29703,6692,3042,15340,8434,4,3,4047.0
"Apache County, Arizona",12699,853,2017,13023,292,4,1,7489.0
"Yuma County, Arizona",50551,9473,3676,28893,5507,4,27,12257.0
"Navajo County, Arizona",20517,3966,3374,21519,613,4,17,19519.0
"Clay County, Arkansas",3744,1381,705,2312,95,5,21,10451.0
"Drew County, Arkansas",6329,1330,762,2159,98,5,43,857.0
"Randolph County, Arkansas",4281,1494,1061,2652,94,5,121,784.0
"Boone County, Arkansas",11195,3002,1639,4067,474,5,9,1179.0
"Lincoln County, Arkansas",2376,660,251,1063,53,5,79,2222.0
"Crittenden County, Arkansas",14105,2926,2010,7240,180,5,35,480.0
"Faulkner County, Arkansas",45450,10547,4040,11549,1477,5,45,3440.0
"Walker County, Georgia",24314,3004,2767,4767,410,13,295,9352.0
"Gwinnett County, Georgia",339445,77194,11230,30109,8348,13,135,7031.0
"Barrow County, Georgia",29041,5178,2077,4263,770,13,13,122690.0
"Charlton County, Georgia",3186,601,752,1069,197,13,49,9627.0
"Clinch County, Georgia",1922,214,272,416,14,13,65,2060.0
"Bartow County, Georgia",38509,6349,2686,6651,706,13,15,1226.0
"Douglas County, Georgia",53714,10814,3178,7506,2121,13,97,13013.0
"Grady County, Georgia",6506,1644,671,1994,145,13,131,15396.0
"Hancock County, Georgia",1784,232,174,410,58,13,141,3972.0
"Whitfield County, Georgia",38050,4532,2695,4370,350,13,313,596.0
"Macon County, Georgia",2966,804,500,958,61,13,193,14384.0
"Troup County, Georgia",26554,3120,2381,4137,760,13,285,1705.0
"Harris County, Georgia",12560,2648,636,1405,1990,13,145,6973.0
"Schley County, Georgia",1901,161,236,347,27,13,249,2020.0
"Worth County, Georgia",5760,916,533,1276,397,13,321,643.0
"Dooly County, Georgia",3521,1114,638,785,88,13,93,3495.0
"Evans County, Georgia",2711,648,212,622,106,13,109,1821.0
"Webster County, Georgia",945,257,60,190,19,13,307,1590.0
"Effingham County, Georgia",25678,3516,1527,2423,1924,13,103,179.0
"Glascock County, Georgia",1077,96,118,278,22,13,125,4895.0
"Quitman County, Georgia",606,141,85,124,0,13,239,208.0
"Chatham County, Georgia",98060,20386,6510,14316,9768,13,51,425.0
"Johnson County, Georgia",2729,744,455,889,10,13,167,34861.0
"Lanier County, Georgia",3026,326,505,924,718,13,173,1129.0
"Madison County, Georgia",9627,1518,1097,2051,290,13,195,987.0
"Mitchell County, Georgia",5631,1157,591,1309,103,13,205,3789.0
"Tift County, Georgia",12551,1798,1014,2842,377,13,277,3066.0
"Polk County, Georgia",14812,1562,1175,2721,122,13,233,6064.0
"Talbot County, Georgia",2271,262,380,491,93,13,263,5094.0
"Terrell County, Georgia",1938,665,278,761,15,13,273,556.0
"Thomas County, Georgia",13809,2740,1330,3199,775,13,275,1360.0
"Wilkinson County, Georgia",3106,350,514,752,25,13,319,5428.0
"Oglethorpe County, Georgia",5316,687,403,891,59,13,221,807.0
"Randolph County, Georgia",1677,240,213,704,33,13,243,1631.0
"Ware County, Georgia",9598,1364,1660,3201,329,13,299,797.0
"Wayne County, Georgia",8220,1103,932,1909,585,13,305,4695.0
"Wilcox County, Georgia",2005,310,306,365,31,13,315,3682.0
"Baldwin County, Georgia",17675,2437,1512,2500,436,13,9,959.0
"Bulloch County, Georgia",30467,5534,1536,3773,1295,13,31,4444.0
"Clay County, Georgia",707,96,161,302,22,13,61,8882.0
"Echols County, Georgia",1389,159,142,204,49,13,101,423.0
"DeKalb County, Georgia",289919,59952,13835,37580,6478,13,89,742.0
"Haralson County, Georgia",10045,1741,1047,2203,288,13,143,88742.0
"Jefferson County, Georgia",4620,838,716,1368,88,13,163,3151.0
"Lincoln County, Georgia",2484,538,293,395,58,13,181,1915.0
"Murray County, Georgia",14726,1212,1517,2763,82,13,213,908.0
"Pulaski County, Georgia",2636,562,583,1044,190,13,235,4802.0
"Rabun County, Georgia",3735,1314,833,1176,77,13,241,1292.0
"Towns County, Georgia",3268,950,352,491,56,13,281,2452.0
"Treutlen County, Georgia",1482,168,243,722,33,13,283,1186.0
"Irwin County, Georgia",2545,683,486,720,144,13,155,1042.0
"Appling County, Georgia",4913,1222,558,1716,155,13,1,1420.0
"Shelby County, Ohio",20602,2495,918,3318,273,39,149,2411.0
"Williams County, Ohio",13988,1749,1150,3803,182,39,171,1711.0
"Columbiana County, Ohio",35610,5171,3277,11774,954,39,29,1337.0
"Fulton County, Ohio",17332,2412,904,3219,208,39,51,5268.0
"Gallia County, Ohio",9192,1319,1037,4413,174,39,53,1779.0
"Mahoning County, Ohio",79093,12470,7334,31357,1006,39,99,2080.0
"Scioto County, Ohio",22902,2857,3712,13265,638,39,145,9522.0
"Morrow County, Ohio",13964,1783,897,3445,239,39,117,3651.0
"Marion County, Arkansas",4175,1031,865,2092,258,5,89,1738.0
"Searcy County, Arkansas",1778,519,439,1379,90,5,129,878.0
"Benton County, Arkansas",109011,14142,5430,14958,1771,5,7,469.0
"Hot Spring County, Arkansas",9813,1606,1694,4207,335,5,59,19541.0
"Madison County, Arkansas",4395,1118,767,1809,52,5,87,2145.0
"Dolores County, Colorado",516,109,59,195,0,8,33,1502.0
"Jackson County, Colorado",340,171,11,129,3,8,57,98.0
"Montezuma County, Colorado",6921,1417,698,3649,215,8,83,63.0
"Boulder County, Colorado",139958,39694,3750,21006,1820,8,13,2351.0
"Yuma County, Colorado",2818,1183,126,896,13,8,125,13283.0
"Routt County, Colorado",9207,3702,548,1565,232,8,107,701.0
"Clear Creek County, Colorado",3608,1023,100,615,90,8,19,1599.0
"Pueblo County, Colorado",48530,7871,6412,28893,2657,8,101,682.0
"Park County, Colorado",6559,1306,687,1674,243,8,93,9638.0
"Mesa County, Colorado",47874,9199,2885,18219,1221,8,77,1390.0
"El Paso County, Colorado",222319,40279,11405,66867,62577,8,41,11907.0
"Arapahoe County, Colorado",268302,43202,8516,49580,10397,8,5,40308.0
"New Castle County, Delaware",241277,31943,12154,51073,4218,10,3,39726.0
"Kent County, Delaware",60292,7842,5742,20618,8172,10,1,22599.0
"Litchfield County, Connecticut",75160,13610,4219,16010,572,9,5,9410.0
"Palm Beach County, Florida",441626,155347,24729,70434,5881,12,99,6035.0
"Miami-Dade County, Florida",772275,332797,47056,176302,8653,12,86,160172.0
"Franklin County, Florida",2134,1018,277,812,91,12,37,395430.0
"Hamilton County, Florida",2703,799,405,1292,127,12,47,1666.0
"Sumter County, Florida",17256,7779,2703,4799,1262,12,119,1321.0
"Holmes County, Florida",4098,793,855,1964,294,12,59,5185.0
"Lee County, Florida",201516,65317,17707,40382,5197,12,71,2713.0
"Collier County, Florida",87970,37746,5023,12066,1611,12,21,82968.0
"Pasco County, Florida",157234,37110,16106,40332,7359,12,101,47861.0
"Highlands County, Florida",19442,6242,3466,11529,1027,12,55,52445.0
"DeSoto County, Florida",6342,1704,1184,6234,214,12,27,10012.0
"Columbia County, Florida",18300,4587,2464,6261,989,12,23,5622.0
"Putnam County, Florida",15661,3726,2726,8445,985,12,107,7058.0
"Union County, Florida",2983,529,273,786,186,12,125,10635.0
"Levy County, Florida",9174,2128,1732,4699,545,12,75,825.0
"Volusia County, Florida",159789,47327,16510,38561,6207,12,127,5361.0
"Madison County, Florida",4375,1239,851,1538,261,12,79,53915.0
"Escambia County, Florida",94318,26221,9744,22216,16557,12,33,1831.0
"Okaloosa County, Florida",51591,14594,4763,10043,28302,12,91,26732.0
"Lumpkin County, Georgia",12607,3395,721,1120,419,13,187,18726.0
"Miller County, Georgia",1652,313,65,309,17,13,201,3143.0
"Oconee County, Georgia",16329,2805,455,811,324,13,219,738.0
"Henry County, Georgia",92290,16387,4023,9112,5497,13,151,1929.0
"Long County, Georgia",4392,607,405,1323,2159,13,183,18883.0
"Stephens County, Georgia",7815,1321,934,2400,269,13,257,2444.0
"Jeff Davis County, Georgia",3516,737,861,1398,98,13,161,2997.0
"Calhoun County, Georgia",1072,193,178,383,98,13,37,2376.0
"Bibb County, Georgia",48636,9590,5336,12887,2199,13,21,620.0
"Marion County, Georgia",2618,524,296,590,278,13,197,16943.0
"Bleckley County, Georgia",4775,702,507,923,156,13,23,853.0
"Franklin County, Georgia",7201,1495,817,1603,132,13,119,1028.0
"Lamar County, Georgia",6275,1603,387,1536,397,13,171,2762.0
"Emanuel County, Georgia",6000,1132,828,1751,69,13,107,1876.0
"Jasper County, Georgia",4365,965,512,1069,96,13,159,3466.0
"Liberty County, Georgia",13979,2822,1408,2694,10866,13,179,1518.0
"Seminole County, Georgia",1996,558,320,724,152,13,253,5276.0
"Twiggs County, Georgia",2748,506,470,785,102,13,289,1194.0
"Taylor County, Georgia",2291,573,300,675,98,13,269,749.0
"Toombs County, Georgia",7040,1363,1066,2364,234,13,279,1263.0
"Preble County, Ohio",16544,1616,1328,3263,304,39,135,4284.0
"Allen County, Ohio",38845,5264,2962,10672,540,39,3,1830.0
"Crawford County, Ohio",15020,2030,1236,4516,144,39,33,4876.0
"Guernsey County, Ohio",12990,1875,1412,5019,236,39,59,2060.0
"Mercer County, Ohio",17210,2546,870,2213,246,39,107,2384.0
"Clark County, Ohio",46626,5164,3729,17734,1915,39,23,1264.0
"Lorain County, Ohio",119141,16348,7369,29952,1592,39,93,6923.0
"Montgomery County, Ohio",191375,24983,14159,61820,9963,39,113,13265.0
"Warren County, Ohio",104860,11565,3213,8587,1986,39,165,28688.0
"Ashtabula County, Ohio",31847,5055,2979,13290,455,39,7,6686.0
"Kay County, Oklahoma",14172,2605,1304,2675,372,40,71,6145.0
"Craig County, Oklahoma",4006,867,766,949,97,40,35,4833.0
"Canadian County, Oklahoma",57039,8131,2561,4570,2246,40,17,1545.0
"Latimer County, Oklahoma",2712,571,471,642,71,40,77,12163.0
"Texas County, Oklahoma",7470,1400,292,320,47,40,139,1599.0
"Pushmataha County, Oklahoma",2549,664,624,920,138,40,127,3242.0
"Johnston County, Oklahoma",2995,778,371,884,102,40,69,1695.0
"Beaver County, Oklahoma",1610,500,89,145,15,40,7,1450.0
"Hughes County, Oklahoma",3054,464,390,853,77,40,63,629.0
"Comanche County, Oklahoma",31253,6135,5000,4669,12841,40,31,1923.0
"Adair County, Oklahoma",4481,1175,866,1794,137,40,1,12279.0
"Stephens County, Oklahoma",13459,2333,1541,2540,509,40,137,4799.0
"Carter County, Oklahoma",15345,2675,1728,2625,445,40,19,5166.0
"Greer County, Oklahoma",1290,290,151,417,65,40,55,6236.0
"McIntosh County, Oklahoma",3933,1293,898,1511,258,40,91,674.0
"Murray County, Oklahoma",4800,539,420,850,41,40,99,3280.0
"Ottawa County, Oklahoma",8703,1497,1180,2304,318,40,115,1558.0
"Wagoner County, Oklahoma",29734,4910,1706,3443,875,40,145,4447.0
"Caddo County, Oklahoma",7831,1622,828,1744,296,40,15,7605.0
"Muskogee County, Oklahoma",19257,3691,2545,5138,883,40,101,3947.0
"Bryan County, Oklahoma",14068,2689,1663,3220,335,40,13,8694.0
"Jackson County, Oregon",63434,15151,5510,30235,2637,41,29,6720.0
"Grant County, Oregon",2107,529,233,922,28,41,23,13662.0
"Clackamas County, Oregon",170326,32180,6366,29156,2878,41,5,320.0
"Tillamook County, Oregon",7541,1702,1175,3495,388,41,57,18310.0
"Josephine County, Oregon",19900,4831,2629,15093,929,41,33,1532.0
"Umatilla County, Oregon",24830,3924,1905,9005,723,41,59,5871.0
"Columbia County, Oregon",19011,2726,1863,6467,393,41,9,4329.0
"Wasco County, Oregon",8123,1692,645,3544,285,41,65,2493.0
"Montgomery County, Georgia",2885,345,359,696,118,13,209,1614.0
"Rockdale County, Georgia",32217,6306,1995,4193,1520,13,247,1092.0
"Wheeler County, Georgia",2040,137,871,693,95,13,309,9622.0
"Banks County, Georgia",6078,1197,713,1480,128,13,11,1574.0
"Clarke County, Georgia",52166,13459,2819,6778,1672,13,59,2305.0
"Glynn County, Georgia",26645,5957,2594,5721,1174,13,127,14826.0
"Jackson County, Georgia",25125,4654,1878,3522,757,13,157,10307.0
"Jones County, Georgia",10126,1437,898,2197,361,13,169,6638.0
"Muscogee County, Georgia",58089,11107,7336,14293,15266,13,215,2437.0
"Stewart County, Georgia",1005,285,242,431,151,13,259,19215.0
"Turner County, Georgia",2006,442,267,873,131,13,287,643.0
"Atkinson County, Georgia",2017,178,327,732,15,13,3,853.0
"Baker County, Georgia",823,214,56,268,30,13,7,1679.0
"Candler County, Georgia",2287,570,373,783,103,13,43,347.0
"Carroll County, Georgia",43014,8612,3780,7226,1625,13,45,2081.0
"Crisp County, Georgia",5796,1463,795,2053,78,13,81,12489.0
"Cobb County, Georgia",317345,60140,9602,20271,9499,13,67,3181.0
"Dade County, Georgia",5709,888,686,909,231,13,83,75213.0
"Brooks County, Georgia",4429,735,535,898,355,13,27,1673.0
"Elbert County, Georgia",5353,1252,1191,1826,196,13,105,2467.0
"Jenkins County, Georgia",2002,585,600,954,166,13,165,2068.0
"Newton County, Georgia",37494,6594,3092,7208,1574,13,217,1424.0
"Colquitt County, Georgia",10873,2138,1735,4024,546,13,71,11828.0
"Clayton County, Georgia",88501,19107,7397,20867,4334,13,63,8160.0
"Hall County, Georgia",68985,11754,3647,7957,1041,13,139,42685.0
"Maui County, Hawaii",69952,12023,2575,12947,1013,15,9,28747.0
