NAME,poverty,state,county
"Union County, Kentucky",2905,21,225
"Webster County, Kentucky",2897,21,233
"Jim Wells County, Texas",9388,48,249
"Dallam County, Texas",878,48,111
"Montmorency County, Michigan",1507,26,119
"Presque Isle County, Michigan",1642,26,141
"Gladwin County, Michigan",4215,26,051
"Kalamazoo County, Michigan",38054,26,077
"Mecosta County, Michigan",8541,26,107
"Marquette County, Michigan",9833,26,103
"Newaygo County, Michigan",7928,26,123
"Osceola County, Michigan",4102,26,133
"Otsego County, Michigan",3302,26,137
"Calhoun County, Michigan",21423,26,025
"Cheboygan County, Michigan",3732,26,031
"Luce County, Michigan",896,26,095
"Kent County, Michigan",74720,26,081
"Saginaw County, Michigan",33351,26,145
"Shiawassee County, Michigan",6906,26,155
"Bay County, Michigan",16266,26,017
"Charlevoix County, Michigan",2607,26,029
"Delta County, Michigan",4588,26,041
"Emmet County, Michigan",2984,26,047
"Koochiching County, Minnesota",1665,27,071
"Morrison County, Minnesota",3317,27,097
"Pennington County, Minnesota",1535,27,113
"Steele County, Minnesota",3236,27,147
"Wilkin County, Minnesota",564,27,167
"Aitkin County, Minnesota",1896,27,001
"Faribault County, Minnesota",1543,27,043
"Murray County, Minnesota",580,27,101
"Kandiyohi County, Minnesota",4409,27,067
"Lake County, Minnesota",902,27,075
"Rock County, Minnesota",824,27,133
"Roseau County, Minnesota",1219,27,135
"Traverse County, Minnesota",319,27,155
"Becker County, Minnesota",3678,27,005
"Hennepin County, Minnesota",127872,27,053
"Brown County, Minnesota",1670,27,015
"Chippewa County, Minnesota",1095,27,023
"Clearwater County, Minnesota",1260,27,029
"Goodhue County, Minnesota",4230,27,049
"Isanti County, Minnesota",2850,27,059
"Jackson County, Minnesota",768,27,063
"Mower County, Minnesota",5277,27,099
"Pine County, Minnesota",3027,27,115
"Olmsted County, Minnesota",12864,27,109
"Wadena County, Minnesota",1907,27,159
"Benton County, Minnesota",4071,27,009
"Freeborn County, Minnesota",3295,27,047
"Itasca County, Minnesota",5376,27,061
"Pope County, Minnesota",779,27,121
"Stevens County, Minnesota",1178,27,149
"Swift County, Minnesota",1155,27,151
"Cottonwood County, Minnesota",1214,27,033
"Scott County, Minnesota",7896,27,139
"Wabasha County, Minnesota",1651,27,157
"Pipestone County, Minnesota",1056,27,117
"Norman County, Minnesota",562,27,107
"Nicollet County, Minnesota",3117,27,103
"Fort Bend County, Texas",56251,48,157
"Irion County, Texas",241,48,235
"Willacy County, Texas",5468,48,489
"Dawson County, Texas",2840,48,115
"Burleson County, Texas",2095,48,051
"Nueces County, Texas",58539,48,355
"Rains County, Texas",1510,48,379
"Real County, Texas",780,48,385
"Sterling County, Texas",29,48,431
"Carson County, Texas",493,48,065
"Freestone County, Texas",3260,48,161
"Hardeman County, Texas",544,48,197
"Briscoe County, Texas",233,48,045
"Liberty County, Texas",10708,48,291
"Loving County, Texas",15,48,301
"Robertson County, Texas",2356,48,395
"Rusk County, Texas",5769,48,401
"Trinity County, Texas",2244,48,455
"Bandera County, Texas",3455,48,019
"Childress County, Texas",799,48,075
"Comal County, Texas",10712,48,091
"Houston County, Texas",4308,48,225
"Navarro County, Texas",8150,48,349
"Scurry County, Texas",2173,48,415
"Stonewall County, Texas",169,48,433
"Bastrop County, Texas",9230,48,021
"Bee County, Texas",5120,48,025
"Crane County, Texas",379,48,103
"Rutland County, Vermont",5710,50,021
"Orange County, Vermont",2749,50,017
"Windsor County, Vermont",5001,50,027
"Utah County, Utah",62829,49,049
"Duchesne County, Utah",2696,49,013
"Uintah County, Utah",4479,49,047
"Davis County, Utah",18571,49,011
"Emery County, Utah",1169,49,015
"Garfield County, Utah",791,49,017
"Isle of Wight County, Virginia",3818,51,093
"Franklin city, Virginia",1178,51,620
"Lexington city, Virginia",1191,51,678
"Henry County, Virginia",9149,51,089
"King William County, Virginia",1400,51,101
"Louisa County, Virginia",4209,51,109
"Prince Edward County, Virginia",3248,51,147
"Rockingham County, Virginia",6895,51,165
"Calloway County, Kentucky",7541,21,035
"Casey County, Kentucky",3936,21,045
"Christian County, Kentucky",12635,21,047
"Daviess County, Kentucky",16174,21,059
"Grayson County, Kentucky",6585,21,085
"Henderson County, Kentucky",8273,21,101
"Henry County, Kentucky",2890,21,103
"Hopkins County, Kentucky",8534,21,107
"Jackson County, Kentucky",4240,21,109
"Laurel County, Kentucky",13790,21,125
"Marshall County, Kentucky",3177,21,157
"Meade County, Kentucky",3369,21,163
"Montgomery County, Kentucky",5006,21,173
"Nicholas County, Kentucky",1965,21,181
"Oldham County, Kentucky",3664,21,185
"Douglas County, Minnesota",2814,27,041
"Grant County, Minnesota",566,27,051
"Kittson County, Minnesota",466,27,069
"Le Sueur County, Minnesota",2389,27,079
"Owen County, Kentucky",2021,21,187
"Rockcastle County, Kentucky",3284,21,203
"Scott County, Kentucky",6111,21,209
"Warren County, Kentucky",20285,21,227
"Allen County, Kentucky",3866,21,003
"Bourbon County, Kentucky",3005,21,017
"Bullitt County, Kentucky",7150,21,029
"Crittenden County, Kentucky",1258,21,055
"Fulton County, Kentucky",1604,21,075
"Knott County, Kentucky",4531,21,119
"Menifee County, Kentucky",1507,21,165
"Muhlenberg County, Kentucky",4587,21,177
"Perry County, Kentucky",6712,21,193
"Wolfe County, Kentucky",2058,21,237
"Clay County, Kentucky",6940,21,051
"Bell County, Kentucky",9218,21,013
"Cumberland County, Kentucky",1406,21,057
"Graves County, Kentucky",7165,21,083
"Lee County, Kentucky",2236,21,129
"Butler County, Kentucky",2407,21,031
"Edmonson County, Kentucky",2182,21,061
"Harrison County, Kentucky",3225,21,097
"Bracken County, Kentucky",1463,21,023
"Nelson County, Kentucky",4147,21,179
"Wayne County, Kentucky",5073,21,231
"Marion County, Kentucky",4236,21,155
"Trigg County, Kentucky",1673,21,221
"Boone County, Kentucky",9271,21,015
"Jessamine County, Kentucky",8651,21,113
"Knox County, Kentucky",10113,21,121
"Letcher County, Kentucky",7409,21,133
"Livingston County, Kentucky",1331,21,139
"Pike County, Kentucky",14545,21,195
"Shelby County, Kentucky",5174,21,211
"Anderson County, Kentucky",3480,21,005
"Breckinridge County, Kentucky",3674,21,027
"Franklin County, Kentucky",6015,21,073
"McCreary County, Kentucky",5330,21,147
"Madison County, Kentucky",15901,21,151
"Metcalfe County, Kentucky",2304,21,169
"Owsley County, Kentucky",1305,21,189
"Simpson County, Kentucky",2770,21,213
"Clark County, Kentucky",5205,21,049
"Todd County, Kentucky",2254,21,219
"Carroll County, Kentucky",2474,21,041
"Clinton County, Kentucky",2423,21,053
"Gallatin County, Kentucky",1258,21,077
"Richland Parish, Louisiana",5926,22,083
"Mahnomen County, Minnesota",1254,27,087
"Chisago County, Minnesota",3210,27,025
"Redwood County, Minnesota",1508,27,127
"Yellow Medicine County, Minnesota",1130,27,173
"Todd County, Minnesota",2871,27,153
"Beltrami County, Minnesota",8306,27,007
"Blue Earth County, Minnesota",11148,27,013
"Houston County, Minnesota",1451,27,055
"Lac qui Parle County, Minnesota",547,27,073
"Lake of the Woods County, Minnesota",399,27,077
"Otter Tail County, Minnesota",5328,27,111
"Waseca County, Minnesota",1718,27,161
"St. Louis County, Minnesota",26991,27,137
"Anoka County, Minnesota",20427,27,003
"Stearns County, Minnesota",19552,27,145
"Dakota County, Minnesota",25333,27,037
"Lyon County, Minnesota",3473,27,083
"Marshall County, Minnesota",637,27,089
"Renville County, Minnesota",1420,27,129
"Washington County, Minnesota",10822,27,163
"Cook County, Minnesota",670,27,031
"Knox County, Missouri",728,29,103
"Montgomery County, Missouri",1804,29,139
"Stoddard County, Missouri",5264,29,207
"Audrain County, Missouri",3540,29,007
"Greene County, Missouri",45603,29,077
"St. Clair County, Missouri",1544,29,185
"Schuyler County, Missouri",799,29,197
"Camden County, Missouri",6599,29,029
"Jefferson County, Missouri",21195,29,099
"New Madrid County, Missouri",3809,29,143
"Ralls County, Missouri",1381,29,173
"Custer County, Montana",1304,30,017
"Powder River County, Montana",201,30,075
"Roosevelt County, Montana",3074,30,085
"Liberty County, Montana",377,30,051
"Richland County, Montana",649,30,083
"Toole County, Montana",518,30,101
"Daniels County, Montana",82,30,019
"Judith Basin County, Montana",248,30,045
"Deer Lodge County, Montana",1726,30,023
"McCone County, Montana",108,30,055
"Rosebud County, Montana",1538,30,087
"Dawson County, Montana",945,30,021
"Broadwater County, Montana",502,30,007
"Phillips County, Montana",497,30,071
"Blaine County, Nebraska",62,31,009
"Deuel County, Nebraska",159,31,049
"Logan County, Nebraska",104,31,113
"Thayer County, Nebraska",474,31,169
"Adams County, Nebraska",3750,31,001
"Boone County, Nebraska",302,31,011
"St. Martin Parish, Louisiana",9986,22,099
"Vernon Parish, Louisiana",8166,22,115
"Winn Parish, Louisiana",2318,22,127
"East Baton Rouge Parish, Louisiana",78365,22,033
"Sabine Parish, Louisiana",4384,22,085
"Allen Parish, Louisiana",3056,22,003
"Madison Parish, Louisiana",3408,22,065
"Jefferson Davis Parish, Louisiana",5897,22,053
"St. James Parish, Louisiana",3597,22,093
"Grant Parish, Louisiana",3595,22,043
"West Feliciana Parish, Louisiana",1447,22,125
"Jefferson Parish, Louisiana",66701,22,051
"Monroe County, Alabama",5869,01,099
"Lawrence County, Alabama",5906,01,079
"Lee County, Alabama",30423,01,081
"Marion County, Alabama",5137,01,093
"Pickens County, Alabama",4204,01,107
"Sumter County, Alabama",3782,01,119
"Jefferson County, Alabama",103417,01,073
"Choctaw County, Alabama",2968,01,023
"Franklin County, Alabama",6007,01,059
"Marengo County, Alabama",4174,01,091
"Russell County, Alabama",11775,01,113
"Cherokee County, Alabama",3560,01,019
"Covington County, Alabama",6756,01,039
"Crenshaw County, Alabama",2065,01,041
"Dallas County, Alabama",11204,01,047
"Lauderdale County, Alabama",13175,01,077
"Lowndes County, Alabama",2664,01,085
"Macon County, Alabama",3995,01,087
"Limestone County, Alabama",12436,01,083
"Shelby County, Alabama",15742,01,117
"Winston County, Alabama",4127,01,133
"Baldwin County, Alabama",21704,01,003
"Elmore County, Alabama",8820,01,051
"Jackson County, Alabama",9536,01,071
"Talladega County, Alabama",14653,01,121
"Washington County, Alabama",3451,01,129
"Clay County, Alabama",2342,01,027
"Morgan County, Alabama",17126,01,103
"Pike County, Alabama",7701,01,109
"Colbert County, Alabama",8390,01,033
"Dale County, Alabama",8424,01,045
"Hale County, Alabama",3522,01,065
"DeKalb County, Alabama",14833,01,049
"Escambia County, Alabama",7551,01,053
"Randolph County, Alabama",3748,01,111
"Mobile County, Alabama",76275,01,097
"Perry County, Alabama",2612,01,105
"Cleburne County, Alabama",2531,01,029
"Conecuh County, Alabama",2161,01,035
"Barbour County, Alabama",6875,01,005
"Bibb County, Alabama",3740,01,007
"Calhoun County, Alabama",19969,01,015
"Clarke County, Alabama",5484,01,025
"Fayette County, Alabama",3146,01,057
"Rock County, Nebraska",71,31,149
"Sherman County, Nebraska",368,31,163
"Beauregard Parish, Louisiana",5668,22,011
"Bienville Parish, Louisiana",3759,22,013
"Bossier Parish, Louisiana",21234,22,015
"Cameron Parish, Louisiana",683,22,023
"East Feliciana Parish, Louisiana",2779,22,037
"St. John the Baptist Parish, Louisiana",7413,22,095
"Plaquemines Parish, Louisiana",4188,22,075
"Ouachita Parish, Louisiana",36766,22,073
"Washington Parish, Louisiana",10840,22,117
"St. Landry Parish, Louisiana",21355,22,097
"Acadia Parish, Louisiana",14822,22,001
"St. Mary Parish, Louisiana",9890,22,101
"St. Tammany Parish, Louisiana",28957,22,103
"Union Parish, Louisiana",3762,22,111
"Caddo Parish, Louisiana",56184,22,017
"Ascension Parish, Louisiana",12959,22,005
"Lafayette Parish, Louisiana",40979,22,055
"Iberia Parish, Louisiana",15669,22,045
"Lincoln Parish, Louisiana",13350,22,061
"St. Helena Parish, Louisiana",1861,22,091
"Webster Parish, Louisiana",11416,22,119
"De Soto Parish, Louisiana",5942,22,031
"Iberville Parish, Louisiana",5381,22,047
"Livingston Parish, Louisiana",17099,22,063
"Morehouse Parish, Louisiana",7013,22,067
"Orleans Parish, Louisiana",89340,22,071
"Terrebonne Parish, Louisiana",22720,22,109
"Calcasieu Parish, Louisiana",34263,22,019
"Claiborne Parish, Louisiana",4625,22,027
"Avoyelles Parish, Louisiana",8988,22,009
"Jackson Parish, Louisiana",3333,22,049
"Pointe Coupee Parish, Louisiana",4538,22,077
"St. Charles Parish, Louisiana",5854,22,089
"Lafourche Parish, Louisiana",14899,22,057
"Tensas Parish, Louisiana",1578,22,107
"LaSalle Parish, Louisiana",2704,22,059
"Lincoln County, Maine",4140,23,015
"Waldo County, Maine",5214,23,027
"Piscataquis County, Maine",3040,23,021
"Aroostook County, Maine",10549,23,003
"Washington County, Maine",5756,23,029
"Knox County, Maine",3763,23,013
"Sagadahoc County, Maine",3388,23,023
"Kennebec County, Maine",15117,23,011
"Franklin County, Maine",3308,23,007
"Hancock County, Maine",5748,23,009
"Baltimore city, Maryland",124436,24,510
"Somerset County, Maryland",4244,24,039
"Harford County, Maryland",17956,24,025
"Allegany County, Maryland",10477,24,001
"Howard County, Nebraska",505,31,093
"Gosper County, Nebraska",107,31,073
"Sarpy County, Nebraska",10654,31,153
"Boyd County, Nebraska",172,31,015
"Fillmore County, Nebraska",469,31,059
"Hooker County, Nebraska",101,31,091
"Seward County, Nebraska",1019,31,159
"Webster County, Nebraska",371,31,181
"Butler County, Nebraska",563,31,023
"Arthur County, Nebraska",57,31,005
"Gage County, Nebraska",2251,31,067
"Kearney County, Nebraska",637,31,099
"Madison County, Nebraska",5069,31,119
"Phelps County, Nebraska",841,31,137
"Wayne County, Nebraska",983,31,179
"Knox County, Nebraska",763,31,107
"Merrick County, Nebraska",915,31,121
"Pawnee County, Nebraska",492,31,133
"Wheeler County, Nebraska",103,31,183
"Lander County, Nevada",543,32,015
"Esmeralda County, Nevada",86,32,009
"Mineral County, Nevada",871,32,021
"Lincoln County, Nevada",253,32,017
"Washoe County, Nevada",50827,32,031
"Carson City, Nevada",5960,32,510
"Merrimack County, New Hampshire",9348,33,013
"Belknap County, New Hampshire",5186,33,001
"Strafford County, New Hampshire",11321,33,017
"Monmouth County, New Jersey",42734,34,025
"Sussex County, New Jersey",6920,34,037
"Essex County, New Jersey",122569,34,013
"Gloucester County, New Jersey",21340,34,015
"Passaic County, New Jersey",77841,34,031
"Bergen County, New Jersey",61205,34,003
"Warren County, New Jersey",7885,34,041
"Burlington County, New Jersey",26671,34,005
"Luna County, New Mexico",6553,35,029
"Taos County, New Mexico",5976,35,055
"Colfax County, New Mexico",2316,35,007
"Harding County, New Mexico",63,35,021
"Quay County, New Mexico",1659,35,037
"Noxubee County, Mississippi",3406,28,103
"Tate County, Mississippi",4775,28,137
"Panola County, Mississippi",6877,28,107
"Yalobusha County, Mississippi",2234,28,161
"Winnebago County, Iowa",884,19,189
"Shelby County, Iowa",908,19,165
"Appanoose County, Iowa",2170,19,007
"Iowa County, Iowa",1388,19,095
"Page County, Iowa",1619,19,145
"Winneshiek County, Iowa",1480,19,191
"Pottawattamie County, Iowa",9765,19,155
"Marshall County, Iowa",4651,19,127
"Boone County, Iowa",1973,19,015
"Buena Vista County, Iowa",2462,19,021
"Howard County, Iowa",810,19,089
"Guthrie County, Iowa",914,19,077
"Humboldt County, Iowa",1225,19,091
"Madison County, Iowa",795,19,121
"Guaynabo Municipio, Puerto Rico",21916,72,061
"Fajardo Municipio, Puerto Rico",13535,72,053
"Aguas Buenas Municipio, Puerto Rico",11941,72,007
"Hatillo Municipio, Puerto Rico",18072,72,065
"Santa Isabel Municipio, Puerto Rico",9867,72,133
"Mayagüez Municipio, Puerto Rico",39987,72,097
"Río Grande Municipio, Puerto Rico",19352,72,119
"Añasco Municipio, Puerto Rico",12308,72,011
"Cataño Municipio, Puerto Rico",11785,72,033
"Guánica Municipio, Puerto Rico",10317,72,055
"Loíza Municipio, Puerto Rico",12415,72,087
"Las Piedras Municipio, Puerto Rico",15679,72,085
"Vega Baja Municipio, Puerto Rico",23486,72,145
"Lafayette County, Arkansas",1721,05,073
"Phillips County, Arkansas",6362,05,107
"Yell County, Arkansas",3523,05,149
"Bradley County, Arkansas",2211,05,011
"Polk County, Arkansas",4747,05,113
"Ouachita County, Arkansas",5428,05,103
"Little River County, Arkansas",1952,05,081
"Miller County, Arkansas",8456,05,091
"White County, Arkansas",11742,05,145
"Lake County, California",11753,06,033
"Yuba County, California",11572,06,115
"Lassen County, California",2830,06,035
"Sonoma County, California",45418,06,097
"Imperial County, California",41100,06,025
"Alameda County, California",161581,06,001
"Napa County, California",10614,06,055
"Sierra County, California",291,06,091
"Yolo County, California",39919,06,113
"Nevada County, California",10844,06,057
"Mendocino County, California",15251,06,045
"Los Angeles County, California",1480446,06,037
"Santa Clara County, California",142534,06,085
"Siskiyou County, California",8102,06,093
"Del Norte County, California",4760,06,015
"Chaffee County, Colorado",1776,08,015
"Garfield County, Colorado",5009,08,045
"Jefferson County, Colorado",40118,08,059
"Rio Blanco County, Colorado",637,08,103
"Conejos County, Colorado",1756,08,021
"Adams County, Colorado",54159,08,001
"Eagle County, Colorado",4354,08,037
"Moffat County, Colorado",2206,08,081
"Cheyenne County, Colorado",203,08,017
"Montgomery County, Alabama",42442,01,101
"Marshall County, Alabama",19147,01,095
"Blount County, Alabama",7739,01,009
"Henry County, Alabama",2316,01,067
"Madison County, Alabama",44038,01,089
"Autauga County, Alabama",8340,01,001
"Tallapoosa County, Alabama",7546,01,123
"Geneva County, Alabama",5743,01,061
"Wilcox County, Alabama",3111,01,131
"Aleutians West Census Area, Alaska",373,02,016
"Bristol Bay Borough, Alaska",61,02,060
"Kodiak Island Borough, Alaska",1029,02,150
"Northwest Arctic Borough, Alaska",1995,02,188
"McMinn County, Tennessee",9937,47,107
"Marshall County, Tennessee",4531,47,117
"Rhea County, Tennessee",6122,47,143
"Scott County, Tennessee",4687,47,151
"Anderson County, Tennessee",12481,47,001
"Fentress County, Tennessee",3649,47,049
"Gibson County, Tennessee",7600,47,053
"Hardeman County, Tennessee",3816,47,069
"Loudon County, Tennessee",5845,47,105
"Rutherford County, Tennessee",34439,47,149
"Smith County, Tennessee",3482,47,159
"Wilson County, Tennessee",10383,47,189
"Unicoi County, Tennessee",3142,47,171
"Lincoln County, New Mexico",2026,35,027
"Chaves County, New Mexico",12280,35,005
"Lea County, New Mexico",10698,35,025
"Santa Fe County, New Mexico",18797,35,049
"Union County, New Mexico",670,35,059
"Sierra County, New Mexico",2849,35,051
"Socorro County, New Mexico",4824,35,053
"Roosevelt County, New Mexico",4425,35,041
"Doña Ana County, New Mexico",55581,35,013
"Los Alamos County, New Mexico",809,35,028
"Rio Arriba County, New Mexico",9351,35,039
"San Miguel County, New Mexico",7392,35,047
"Valencia County, New Mexico",12525,35,061
"Torrance County, New Mexico",3590,35,057
"Bernalillo County, New Mexico",111693,35,001
"Otero County, New Mexico",13816,35,035
"Cibola County, New Mexico",6660,35,006
"De Baca County, New Mexico",323,35,011
"Guadalupe County, New Mexico",561,35,019
"Catron County, New Mexico",571,35,003
"Bronx County, New York",392172,36,005
"Onondaga County, New York",62610,36,067
"Clinton County, New York",10902,36,019
"Seneca County, New York",3825,36,099
"Putnam County, New York",4847,36,079
"Herkimer County, New York",8307,36,043
"Ontario County, New York",9193,36,069
"Steuben County, New York",12971,36,101
"Hamilton County, New York",443,36,041
"Chautauqua County, New York",22398,36,013
"Kings County, New York",511631,36,047
"Tioga County, New York",4899,36,107
"Orleans County, New York",5226,36,073
"Saratoga County, New York",13148,36,091
"Columbia County, New York",6777,36,021
"Lewis County, New York",3540,36,049
"Westchester County, New York",83603,36,119
"Delaware County, New York",7071,36,025
"Montgomery County, New York",9544,36,057
"Richmond County, New York",54621,36,085
"St. Lawrence County, New York",17328,36,089
"Tompkins County, New York",16838,36,109
"Warren County, New York",5997,36,113
"Cortland County, New York",7272,36,023
"Dutchess County, New York",25065,36,027
"Platte County, Wyoming",1173,56,031
"Sheridan County, Wyoming",1726,56,033
"Big Horn County, Wyoming",1470,56,003
"Crook County, Wyoming",674,56,011
"Park County, Wyoming",2411,56,029
"Albany County, Wyoming",7454,56,001
"Carbon County, Wyoming",1796,56,007
"Goshen County, Wyoming",1445,56,015
"Uinta County, Wyoming",2298,56,041
"Washakie County, Wyoming",825,56,043
"Hot Springs County, Wyoming",682,56,017
"Fremont County, Wyoming",5038,56,013
"Sublette County, Wyoming",999,56,035
"Weston County, Wyoming",971,56,045
"Aibonito Municipio, Puerto Rico",10022,72,009
"Juncos Municipio, Puerto Rico",18354,72,077
"Lajas Municipio, Puerto Rico",14397,72,079
"Adjuntas Municipio, Puerto Rico",11065,72,001
"Camuy Municipio, Puerto Rico",15741,72,027
"Naguabo Municipio, Puerto Rico",12304,72,103
"Naranjito Municipio, Puerto Rico",13029,72,105
"Arecibo Municipio, Puerto Rico",40128,72,013
"Arroyo Municipio, Puerto Rico",10537,72,015
"Quebradillas Municipio, Puerto Rico",11637,72,115
"Guayama Municipio, Puerto Rico",19431,72,057
"Culebra Municipio, Puerto Rico",465,72,049
"Gurabo Municipio, Puerto Rico",14337,72,063
"Barceloneta Municipio, Puerto Rico",11686,72,017
"Yauco Municipio, Puerto Rico",17273,72,153
"Aguadilla Municipio, Puerto Rico",26625,72,005
"Cabo Rojo Municipio, Puerto Rico",24668,72,023
"Patillas Municipio, Puerto Rico",9141,72,109
"Villalba Municipio, Puerto Rico",10641,72,149
"Carolina Municipio, Puerto Rico",47279,72,031
"Cayey Municipio, Puerto Rico",17896,72,035
"Humacao Municipio, Puerto Rico",22407,72,069
"Morovis Municipio, Puerto Rico",13879,72,101
"Trujillo Alto Municipio, Puerto Rico",19455,72,139
"Manatí Municipio, Puerto Rico",18162,72,091
"Peñuelas Municipio, Puerto Rico",11667,72,111
"Rincón Municipio, Puerto Rico",5851,72,117
"San Germán Municipio, Puerto Rico",15572,72,125
"San Sebastián Municipio, Puerto Rico",19774,72,131
"Monroe County, New York",103406,36,055
"Oneida County, New York",33715,36,065
"Ulster County, New York",23571,36,111
"Chemung County, New York",11136,36,015
"Livingston County, New York",7572,36,051
"Otsego County, New York",8154,36,077
"Greene County, New York",6167,36,039
"Albany County, New York",34570,36,001
"Allegany County, New York",7047,36,003
"Cattaraugus County, New York",12324,36,009
"Madison County, New York",6459,36,053
"Schenectady County, New York",17271,36,093
"Genesee County, New York",6189,36,037
"Yates County, New York",2837,36,123
"Greene County, North Carolina",4255,37,079
"Mitchell County, North Carolina",1886,37,121
"Chowan County, North Carolina",2207,37,041
"Alleghany County, North Carolina",2552,37,005
"Caldwell County, North Carolina",12196,37,027
"Catawba County, North Carolina",20460,37,035
"Cleveland County, North Carolina",19391,37,045
"Craven County, North Carolina",14773,37,049
"Edgecombe County, North Carolina",12317,37,065
"Granville County, North Carolina",8031,37,077
"Harnett County, North Carolina",20331,37,085
"Hoke County, North Carolina",10605,37,093
"Henderson County, North Carolina",12408,37,089
"Hyde County, North Carolina",1125,37,095
"Iredell County, North Carolina",18982,37,097
"Mecklenburg County, North Carolina",122537,37,119
"Northampton County, North Carolina",3941,37,131
"Pitt County, North Carolina",39314,37,147
"Rowan County, North Carolina",21660,37,159
"Vance County, North Carolina",9138,37,181
"Cherokee County, North Carolina",4593,37,039
"Currituck County, North Carolina",2479,37,053
"Union County, North Carolina",18784,37,179
"Wilkes County, North Carolina",11929,37,193
"Nash County, North Carolina",13944,37,127
"Alexander County, North Carolina",4870,37,003
"Dare County, North Carolina",3230,37,055
"Warren County, North Carolina",3751,37,185
"Wilson County, North Carolina",16217,37,195
"Gates County, North Carolina",1548,37,073
"Graham County, North Carolina",1428,37,075
"Madison County, North Carolina",3342,37,115
"Pamlico County, North Carolina",1509,37,137
"Polk County, North Carolina",1992,37,149
"Randolph County, North Carolina",21457,37,151
"Stokes County, North Carolina",6229,37,169
"Washington County, North Carolina",2612,37,187
"Clay County, North Carolina",1513,37,043
"Cumberland County, North Carolina",58132,37,051
"Guilford County, North Carolina",80528,37,081
"Jackson County, North Carolina",7296,37,099
"Pasquotank County, North Carolina",5800,37,139
"Robeson County, North Carolina",35706,37,155
"Swain County, North Carolina",2455,37,173
"Wake County, North Carolina",95198,37,183
"Anson County, North Carolina",4499,37,007
"McDowell County, North Carolina",7402,37,111
"Franklin County, North Carolina",8523,37,069
"Jones County, North Carolina",2333,37,103
"Macon County, North Carolina",5323,37,113
"Brunswick County, North Carolina",15402,37,019
"Transylvania County, North Carolina",4679,37,175
"Beaufort County, North Carolina",8689,37,013
"Columbus County, North Carolina",12101,37,047
"Lincoln County, North Carolina",9916,37,109
"Montgomery County, North Carolina",4621,37,123
"Orange County, North Carolina",18266,37,135
"Richmond County, North Carolina",10935,37,153
"Sampson County, North Carolina",13059,37,163
"Surry County, North Carolina",11651,37,171
"Avery County, North Carolina",2123,37,011
"Buncombe County, North Carolina",30542,37,021
"Cabarrus County, North Carolina",20920,37,025
"Caswell County, North Carolina",3928,37,033
"Davie County, North Carolina",5835,37,059
"Davidson County, North Carolina",25091,37,057
"Duplin County, North Carolina",12375,37,061
"Durham County, North Carolina",45221,37,063
"Hertford County, North Carolina",4786,37,091
"Lee County, North Carolina",9565,37,105
"New Hanover County, North Carolina",35410,37,129
"Pender County, North Carolina",8334,37,141
"Wayne County, North Carolina",24383,37,191
"Scotland County, North Carolina",8897,37,165
"Watauga County, North Carolina",12415,37,189
"Halifax County, North Carolina",12864,37,083
"Alamance County, North Carolina",25621,37,001
"Tyrrell County, North Carolina",749,37,177
"Stark County, North Dakota",2660,38,089
"Wells County, North Dakota",336,38,103
"Burke County, North Dakota",127,38,013
"Mountrail County, North Dakota",1072,38,061
"Williams County, North Dakota",2108,38,105
"Billings County, North Dakota",86,38,007
"Kidder County, North Dakota",262,38,043
"Cavalier County, North Dakota",406,38,019
"Grant County, North Dakota",297,38,037
"McHenry County, North Dakota",483,38,049
"Steele County, North Dakota",100,38,091
"Benson County, North Dakota",2174,38,005
"LaMoure County, North Dakota",592,38,045
"Morton County, North Dakota",2240,38,059
"Dunn County, North Dakota",347,38,025
"McIntosh County, North Dakota",245,38,051
"Nelson County, North Dakota",325,38,063
"Rolette County, North Dakota",3863,38,079
"Walsh County, North Dakota",958,38,099
"Bottineau County, North Dakota",591,38,009
"Barnes County, North Dakota",1155,38,003
"Grand Forks County, North Dakota",10662,38,035
"McKenzie County, North Dakota",1490,38,053
"McLean County, North Dakota",751,38,055
"Pierce County, North Dakota",663,38,069
"Renville County, North Dakota",87,38,075
"Bowman County, North Dakota",238,38,011
"Burleigh County, North Dakota",7392,38,015
"Logan County, North Dakota",130,38,047
"Oliver County, North Dakota",147,38,065
"Stutsman County, North Dakota",2352,38,093
"Ramsey County, North Dakota",1389,38,071
"Foster County, North Dakota",229,38,031
"Griggs County, North Dakota",182,38,039
"Sheridan County, North Dakota",172,38,083
"Slope County, North Dakota",56,38,087
"Union County, Ohio",3143,39,159
"Pike County, Ohio",5161,39,131
"Paulding County, Ohio",1843,39,125
"Hamilton County, Ohio",125456,39,061
"Franklin County, Ohio",197950,39,049
"Marion County, Ohio",8790,39,101
"Tuscarawas County, Ohio",11645,39,157
"Wayne County, Ohio",12618,39,169
"Brown County, Ohio",6557,39,015
"Butler County, Ohio",46018,39,017
"Harrison County, Ohio",2380,39,067
"Knox County, Ohio",7593,39,083
"Licking County, Ohio",17750,39,089
"Richland County, Ohio",15321,39,139
"Vinton County, Ohio",2447,39,163
"Carroll County, Ohio",3306,39,019
"Hancock County, Ohio",7937,39,063
"Clermont County, Ohio",18162,39,025
"Fairfield County, Ohio",13930,39,045
"Defiance County, Ohio",3809,39,039
"Highland County, Ohio",8213,39,071
"Henry County, Ohio",2246,39,069
"Jefferson County, Ohio",11207,39,081
"Portage County, Ohio",19808,39,133
"Putnam County, Ohio",2557,39,137
